oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,municipio,precio_m2
departamento en venta a pasos de la playa,4150000.0,94.92,2.0,2.0,23.2071879991,-106.4244157202,easybroker,2024-09-02 12:27:21.140990,mazatlan,43721.02823430257
departamento en venta salacia tower mazatlan sinaloa.,2100000.0,50.0,,,23.2513138,-106.4533931,easybroker,2024-09-02 12:27:21.140990,mazatlan,42000.0
la marina de faro modelo c bloqueo,5864660.0,101.1,2.0,2.0,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,58008.50642927794
casa duplex en el centro de mazatlan,3300000.0,334.57,3.0,4.0,23.2051184,-106.4199755,easybroker,2024-09-02 12:27:21.140990,mazatlan,9863.406760916998
residencia en fraccionamiento cid mazatlan,68500000.0,250.0,7.0,5.0,23.2584068,-106.4416716,easybroker,2024-09-02 12:27:21.140990,mazatlan,274000.0
departamentos preventa punta del sol mazatlan 3560426 taninz rg1,3560426.0,47.86,,,23.2909881,-106.4697722,easybroker,2024-09-02 12:27:21.140990,mazatlan,74392.51984956123
departamento rosarito beach mazatlan sinaloa,2450000.0,56.82,2.0,2.0,23.1945829,-106.4203218,easybroker,2024-09-02 12:27:21.140990,mazatlan,43118.62020415346
departamentos preventa distrito cuatro14 mazatlan 3105474 taninz rg1,3105474.0,84.8,2.0,2.0,23.204884,-106.360936,easybroker,2024-09-02 12:27:21.140990,mazatlan,36621.15566037736
departamentos preventa sevilla mia mazatlan 6614920 taninz rg1,6614920.0,127.21,2.0,2.0,23.2616313,-106.4558386,easybroker,2024-09-02 12:27:21.140990,mazatlan,52000.0
casa en venta coto soles mazatlan sinaloa.,7499999.0,282.0,4.0,3.0,23.2991913236,-106.4779470478,easybroker,2024-09-02 12:27:21.140990,mazatlan,26595.741134751774
condominio en elypse cerritos beach towers,6656000.0,128.0,2.0,2.0,23.2756361,-106.4368092,easybroker,2024-09-02 12:27:21.140990,mazatlan,52000.0
penthouse  en venta enfrente del malecon de mazatlan,10500000.0,328.0,4.0,4.0,23.2177336252,-106.4215347281,easybroker,2024-09-02 12:27:21.140990,mazatlan,32012.19512195122
casa nueva en el delfin residencial marina mazatlan,6170000.0,220.0,3.0,4.0,23.2925200522,-106.4562320709,easybroker,2024-09-02 12:27:21.140990,mazatlan,28045.454545454544
departamento portonovo a pasos de malecon,4150000.0,94.0,2.0,2.0,23.207227442,-106.4243727922,easybroker,2024-09-02 12:27:21.140990,mazatlan,44148.936170212764
mallorca,3650000.0,87.91,2.0,2.0,23.2626843,-106.4626734,easybroker,2024-09-02 12:27:21.140990,mazatlan,41519.73609373223
casa 1846,4500000.0,68.5,,,23.2051184,-106.4199755,easybroker,2024-09-02 12:27:21.140990,mazatlan,65693.4306569343
las gavias malecon mazatlan,6500000.0,135.0,2.0,2.0,23.2338171,-106.4366692,easybroker,2024-09-02 12:27:21.140990,mazatlan,48148.148148148146
penthouses en venta serena mazatlan sinaloa.,13000000.0,339.23,3.0,3.0,23.2775793,-106.4573117,easybroker,2024-09-02 12:27:21.140990,mazatlan,38322.08236299855
departamentos en preventa torre lighthouse mazatlan,2906000.0,46.0,,,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,63173.913043478264
casa en venta residencial las abas,4500000.0,203.0,2.0,3.0,23.2792728,-106.4402785,easybroker,2024-09-02 12:27:21.140990,mazatlan,22167.487684729065
departamentos en venta palmaria mazatlan sinaloa.,1500000.0,53.0,,2.0,23.2345158,-106.4088979,easybroker,2024-09-02 12:27:21.140990,mazatlan,28301.88679245283
casa en venta con 2 recamaras 1 bano cochera techada en valles del ejido,1720000.0,115.0,2.0,3.0,23.2794584,-106.4051394,easybroker,2024-09-02 12:27:21.140990,mazatlan,14956.521739130434
casa en venta hacienda del seminario mazatlan sinaloa.,3795000.0,161.08,3.0,3.0,23.2889248,-106.4195191,easybroker,2024-09-02 12:27:21.140990,mazatlan,23559.721877328033
aldea ananta 803,7000000.0,80.0,2.0,2.0,23.2980776,-106.4846574,easybroker,2024-09-02 12:27:21.140990,mazatlan,87500.0
residencia en fraccionamiento  sabalo country,7800000.0,317.0,3.0,3.0,23.2620868,-106.4618827,easybroker,2024-09-02 12:27:21.140990,mazatlan,24605.678233438484
departamento en venta magenta mazatlan sinaloa.,3305762.46,71.35,2.0,2.0,23.2190951,-106.4212458,easybroker,2024-09-02 12:27:21.140990,mazatlan,46331.63924316749
casa en venta residencial almar 1865 mazatlan sinaloa.,4990000.0,163.0,4.0,3.0,23.2973247,-106.4754948,easybroker,2024-09-02 12:27:21.140990,mazatlan,30613.496932515336
departamento en venta  ideal para inversionista,2980000.0,64.0,2.0,2.0,23.2429417,-106.4427958,easybroker,2024-09-02 12:27:21.140990,mazatlan,46562.5
casa en venta  con hermoso roof top  en  altabrisa en  mazatlan,6400000.0,286.0,4.0,4.0,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,22377.622377622378
departamento en venta palmilla mazatlan sinaloa.,3450050.0,75.76,2.0,2.0,23.2874183,-106.4691673,easybroker,2024-09-02 12:27:21.140990,mazatlan,45539.20274551214
cerro de la neveria,4990000.0,,2.0,2.0,23.2025407,-106.4275866,easybroker,2024-09-02 12:27:21.140990,mazatlan,
dona ximena 307,6500000.0,583.62,,,23.2515658,-106.4486622,easybroker,2024-09-02 12:27:21.140990,mazatlan,11137.383914190741
departamentos en venta mallorca mazatlan sinaloa,3650000.0,87.91,2.0,2.0,23.2634679,-106.4609022,easybroker,2024-09-02 12:27:21.140990,mazatlan,41519.73609373223
departamentos en  preventa en mazatlan sinaloa,2415000.0,58.0,2.0,2.0,23.2814465,-106.4682577,easybroker,2024-09-02 12:27:21.140990,mazatlan,41637.93103448276
departamento en venta en ceiba residencial,3500000.0,99.28,2.0,2.0,23.1911016,-106.4242487,easybroker,2024-09-02 12:27:21.140990,mazatlan,35253.82755842063
almarena,3200000.0,,,2.0,23.2990776,-106.4836574,easybroker,2024-09-02 12:27:21.140990,mazatlan,
loft antara,1200000.0,19.55,,,23.2028359,-106.4165282,easybroker,2024-09-02 12:27:21.140990,mazatlan,61381.07416879795
torre marriot,9600000.0,100.0,2.0,2.0,23.2423648,-106.4518813,easybroker,2024-09-02 12:27:21.140990,mazatlan,96000.0
departamento en venta en las gaviotas mazatlan sinaloa,6300000.0,117.0,2.0,2.0,23.2463452,-106.4522972,easybroker,2024-09-02 12:27:21.140990,mazatlan,53846.153846153844
departamento en preventa en mazatlan,6500000.0,114.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,57017.54385964912
departamento en preventa en mazatlan,5224500.0,89.0,2.0,2.0,23.2746689,-106.4567284,easybroker,2024-09-02 12:27:21.140990,mazatlan,58702.247191011236
sun and sea living preventa,3189000.0,82.0,,,23.2946880057,-106.4760160446,easybroker,2024-09-02 12:27:21.140990,mazatlan,38890.243902439026
preventa casa camila hills  mazatlan 2544000 marloprg1,2544000.0,118.0,2.0,3.0,23.2766452,-106.4168229,easybroker,2024-09-02 12:27:21.140990,mazatlan,21559.322033898305
departamento en venta en peninsula mazatlan sinaloa,6500000.0,92.0,2.0,2.0,23.2970530057,-106.4830648899,easybroker,2024-09-02 12:27:21.140990,mazatlan,70652.17391304347
venta de departamentos de lujo en col. rio baluarte,2860000.0,84.0,,2.0,23.2051184,-106.4199755,easybroker,2024-09-02 12:27:21.140990,mazatlan,34047.619047619046
venta de departamento muy tranquilo y es privado,1150000.0,53.0,,,23.2334616,-106.422442,easybroker,2024-09-02 12:27:21.140990,mazatlan,21698.11320754717
venta casa fracc residencial cordelia recien construidas zona exclusiva,3116457.49,79.53,,3.0,23.2946492,-106.4195324,easybroker,2024-09-02 12:27:21.140990,mazatlan,39185.93599899409
venta casa en fracc. perla recien construida,1785000.0,107.4,,3.0,23.2311742,-106.3721348,easybroker,2024-09-02 12:27:21.140990,mazatlan,16620.111731843575
cielos de puerto viejo,6731319.999999999,195.0,2.0,2.0,23.2035837,-106.4279002,easybroker,2024-09-02 12:27:21.140990,mazatlan,34519.58974358974
departamento en venta en condominio san salvador modelo b,1040000.0,65.0,,,23.248778978,-106.4069194716,easybroker,2024-09-02 12:27:21.140990,mazatlan,16000.0
departamento en venta en condominio san salvador modelo a,1575000.0,65.0,2.0,2.0,23.248778978,-106.4069194716,easybroker,2024-09-02 12:27:21.140990,mazatlan,24230.76923076923
departamento en venta en mazatlan sinaloa,4100000.0,78.38,2.0,2.0,23.2176153058,-106.4206659794,easybroker,2024-09-02 12:27:21.140990,mazatlan,52309.26256698138
departamento en venta en mazatlan sinaloa,2100000.0,51.69,,,23.2169744074,-106.4195823669,easybroker,2024-09-02 12:27:21.140990,mazatlan,40626.813697040045
casa en venta veredas del mar coto 3,3980000.0,143.0,3.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,27832.167832167834
casa en venta el delfin,6980000.0,207.0,4.0,4.0,23.2641098,-106.4650232,easybroker,2024-09-02 12:27:21.140990,mazatlan,33719.80676328502
toram club de playa preventa,7222500.0,109.0,2.0,2.0,23.3268642,-106.4807815,easybroker,2024-09-02 12:27:21.140990,mazatlan,66261.46788990825
departamento en venta frente al malecon en torre azora m12,5796955.94,96.0,2.0,2.0,23.2349479773,-106.4383045731,easybroker,2024-09-02 12:27:21.140990,mazatlan,60384.957708333335
venta casa en col. jaripillo excelente ubicacion y solo contado,950000.0,160.0,,2.0,23.2600919,-106.4031115,easybroker,2024-09-02 12:27:21.140990,mazatlan,5937.5
penthouse en venta en torre isla diamante,17710000.0,352.0,4.0,4.0,23.2368307,-106.4412507,easybroker,2024-09-02 12:27:21.140990,mazatlan,50312.5
departamento en venta en torre isla diamante  d201,6200000.0,104.2,2.0,2.0,23.2368307,-106.4412507,easybroker,2024-09-02 12:27:21.140990,mazatlan,59500.95969289827
cerritos condo y plaza mazatlan sinaloa,2920000.0,46.0,,,23.2901539,-106.4732384,easybroker,2024-09-02 12:27:21.140990,mazatlan,63478.260869565216
venta casa en col juarez ubicacion excelente para negocio y vivir,2000000.0,32.0,,,23.2310997,-106.4067262,easybroker,2024-09-02 12:27:21.140990,mazatlan,62500.0
departamento en venta katara tower en real del valle,2031800.0,67.0,2.0,2.0,23.2812822,-106.4306302,easybroker,2024-09-02 12:27:21.140990,mazatlan,30325.373134328358
departamentos en venta lomas 132 en lomas de mazatlan,3100000.0,73.92,2.0,2.0,23.2433834,-106.4434594,easybroker,2024-09-02 12:27:21.140990,mazatlan,41937.229437229435
departamento en venta a la orilla de la playa,11779809.999999998,,,,23.2458924,-106.4542067,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en torre isla diamante  d1304,6188000.0,140.3,3.0,3.0,23.2368307,-106.4412507,easybroker,2024-09-02 12:27:21.140990,mazatlan,44105.48823948681
departamentos en venta a pie de playa punta del sol,3180409.0,48.0,,,23.2494148,-106.4111425,easybroker,2024-09-02 12:27:21.140990,mazatlan,66258.52083333333
departamento en venta en portomolino mazatlan en avenida las torres,1679000.0,64.87,2.0,2.0,23.2621147,-106.4139153,easybroker,2024-09-02 12:27:21.140990,mazatlan,25882.534299367966
departamentos turquesa mazatlan en venta  en cerritos a 3 minutos de la playa,2481000.0,62.0,2.0,2.0,23.2361708,-106.4251652,easybroker,2024-09-02 12:27:21.140990,mazatlan,40016.12903225807
departamentos adora en frente del parque lineal real del valle,2129000.0,65.33,2.0,2.0,23.2786136,-106.4325236,easybroker,2024-09-02 12:27:21.140990,mazatlan,32588.397367212612
departamentos en venta distrito cuatro14 en mazatlan a 4 cuadras de la playa,3105474.0,84.0,2.0,2.0,23.218028,-106.4181576,easybroker,2024-09-02 12:27:21.140990,mazatlan,36969.92857142857
departamentos en venta en sanchez celis mazatlan,1990000.0,89.0,2.0,2.0,23.2630362,-106.411154,easybroker,2024-09-02 12:27:21.140990,mazatlan,22359.550561797754
casa en venta residencial la calma en marina mazatlan,7600000.0,220.0,3.0,3.0,23.2754693,-106.4519197,easybroker,2024-09-02 12:27:21.140990,mazatlan,34545.454545454544
casa en venta en residencial exclusivo la calma en  la marina de mazatlan,7100000.0,180.0,3.0,3.0,23.2754693,-106.4519197,easybroker,2024-09-02 12:27:21.140990,mazatlan,39444.444444444445
casa en venta en desarrollo stanza magnolia mazatlan sinaloa,1562500.0,80.73,2.0,2.0,23.1947222,-106.3383333,easybroker,2024-09-02 12:27:21.140990,mazatlan,19354.638919856312
casa en venta en desarrollo stanza magnolia mazatlan sinaloa,1705000.0,90.15,2.0,3.0,23.1947222,-106.3383333,easybroker,2024-09-02 12:27:21.140990,mazatlan,18912.92290626733
casa en venta  desarrollo stanza magnolia mazatlan,1145000.0,53.43,,2.0,23.1947222,-106.3383333,easybroker,2024-09-02 12:27:21.140990,mazatlan,21429.90829122216
departamento en la playa,4355560.0,74.0,,,23.2615061,-106.4658715,easybroker,2024-09-02 12:27:21.140990,mazatlan,58858.91891891892
casa en el centro de mazatlan,2350000.0,163.79,2.0,2.0,23.2000438,-106.4181303,easybroker,2024-09-02 12:27:21.140990,mazatlan,14347.64027107882
casa en venta camilla hills modelo luna,2774000.0,136.0,2.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,20397.058823529413
casa en venta camila hills modelo luna,2544000.0,118.0,2.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,21559.322033898305
venta casa en col loma bonita excelentes condiciones,920000.0,107.5,,2.0,23.2455405,-106.3695591,easybroker,2024-09-02 12:27:21.140990,mazatlan,8558.139534883721
los guayacanes residencial,676800.0,,,,23.3250515,-106.4131137,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos en venta salvia mazatlan sinaloa,2465000.0,48.26,,,23.2499579,-106.4505406,easybroker,2024-09-02 12:27:21.140990,mazatlan,51077.49689183589
casa en venta en la calma ubicado en marina mazatlan modelo b,7600000.0,220.0,3.0,3.0,23.274820347,-106.4510838215,easybroker,2024-09-02 12:27:21.140990,mazatlan,34545.454545454544
casa en venta en la calma ubicado en marina mazatlan modelo a,7100000.0,180.0,2.0,3.0,23.274820347,-106.4510838215,easybroker,2024-09-02 12:27:21.140990,mazatlan,39444.444444444445
departamento en venta en the o residence ph senior,24000000.0,423.8,3.0,3.0,23.2355444257,-106.4393717885,easybroker,2024-09-02 12:27:21.140990,mazatlan,56630.486078338836
departamento en venta en the o residence tipo c,5950000.0,108.64,2.0,2.0,23.2355444257,-106.4393717885,easybroker,2024-09-02 12:27:21.140990,mazatlan,54768.0412371134
departamento en venta en the o residence tipo estudio 2,3000000.0,48.91,,,23.2355444257,-106.4393717885,easybroker,2024-09-02 12:27:21.140990,mazatlan,61337.149867102846
departamentos en venta en midtown residential condos tipo g,4000000.0,73.0,,2.0,23.2453780452,-106.4528093863,easybroker,2024-09-02 12:27:21.140990,mazatlan,54794.520547945205
departamentos en venta en midtown residential condos tipo c,7000000.0,129.0,2.0,2.0,23.2453780452,-106.4528093863,easybroker,2024-09-02 12:27:21.140990,mazatlan,54263.56589147287
departamentos en venta en midtown residential condos tipo h,3300000.0,40.0,,,23.2453780452,-106.4528093863,easybroker,2024-09-02 12:27:21.140990,mazatlan,82500.0
departamento en venta en planta baja en zona centro  de mazatlan,4618143.0,75.0,,2.0,23.1992449515,-106.4253652058,easybroker,2024-09-02 12:27:21.140990,mazatlan,61575.24
departamento en venta 5th level condos,2880000.0,91.0,2.0,2.0,23.1919551,-106.4214477,easybroker,2024-09-02 12:27:21.140990,mazatlan,31648.351648351647
departamento en venta nautilus marina grand living,4216000.0,98.0,2.0,2.0,23.2758186,-106.4591549,easybroker,2024-09-02 12:27:21.140990,mazatlan,43020.4081632653
departamento en venta malia golf and yacht  mazatlan,5567000.0,97.71,2.0,2.0,23.3100304,-106.4796307,easybroker,2024-09-02 12:27:21.140990,mazatlan,56974.72111349913
departamento en venta a 3 cuadras de la playa un modern living,2355000.0,64.0,,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,36796.875
departamento en venta cerca de av la marina akayi,1392840.0,43.8,,2.0,23.2789017,-106.4469668,easybroker,2024-09-02 12:27:21.140990,mazatlan,31800.000000000004
departamento en venta a pie de playa mazalaya beach condos,4061600.0,70.0,,,23.291257,-106.4741824,easybroker,2024-09-02 12:27:21.140990,mazatlan,58022.857142857145
departamento cerca estadio beisbol atabay,2595054.0,63.14,2.0,2.0,23.2351585,-106.4277806,easybroker,2024-09-02 12:27:21.140990,mazatlan,41100.0
departamento de lujo cerca de olas altas y centro historico haus 1846,4170000.0,57.0,2.0,2.0,23.1958431,-106.4279219,easybroker,2024-09-02 12:27:21.140990,mazatlan,73157.8947368421
amatista sabalo tower,2704873.0,64.87,,2.0,23.2626843,-106.4626734,easybroker,2024-09-02 12:27:21.140990,mazatlan,41696.8244180669
casa en venta en marina kelly,4700000.0,156.0,2.0,3.0,23.2884599714,-106.4692783075,easybroker,2024-09-02 12:27:21.140990,mazatlan,30128.20512820513
casa en venta cerca de la playa en marina kelly,4700000.0,156.0,2.0,3.0,23.2901242,-106.4707982,easybroker,2024-09-02 12:27:21.140990,mazatlan,30128.20512820513
pais sabalo 6701,3900000.0,104.19,2.0,2.0,23.2652082,-106.4606805,easybroker,2024-09-02 12:27:21.140990,mazatlan,37431.61531816873
departamentos en venta azora frente al malecon de mazatlan,5981853.4,97.33,2.0,2.0,23.2350597,-106.4385556,easybroker,2024-09-02 12:27:21.140990,mazatlan,61459.50272269599
casa en venta el cid mazatlan sinaloa,13000000.0,593.0,4.0,4.0,23.2556279,-106.453361,easybroker,2024-09-02 12:27:21.140990,mazatlan,21922.428330522765
casa en venta el cid el vivar mazatlan sinaloa,26000000.0,623.0,4.0,4.0,23.2552777,-106.4508938,easybroker,2024-09-02 12:27:21.140990,mazatlan,41733.54735152488
venta casa en col. francisco villa muy grande,3300000.0,15.58,2.0,4.0,23.2590528,-106.4357377,easybroker,2024-09-02 12:27:21.140990,mazatlan,211810.01283697048
departamentos preventa oceanna mazatlan 3809000 taninz rg1,3809000.0,61.5,2.0,2.0,23.2746689,-106.4567284,easybroker,2024-09-02 12:27:21.140990,mazatlan,61934.9593495935
departamento de lujo en venta con vista panoramica del mar en el malecon,7600000.0,124.0,2.0,2.0,23.2367028095,-106.4412116757,easybroker,2024-09-02 12:27:21.140990,mazatlan,61290.32258064516
condominio de playa en oasis ananta modelo tierra,6090661.0,103.6,2.0,2.0,23.3222179425,-106.4795458692,easybroker,2024-09-02 12:27:21.140990,mazatlan,58790.1640926641
condominio en playa en oasis ananta modelo  sol,9533737.0,127.0,2.0,3.0,23.3156956166,-106.4786339928,easybroker,2024-09-02 12:27:21.140990,mazatlan,75068.79527559056
condominio en playa en oasis ananta modelo palma c de 215.8 m,9762725.0,215.8,2.0,2.0,23.3220603069,-106.4795136671,easybroker,2024-09-02 12:27:21.140990,mazatlan,45239.689527340124
condominio en la playa en oasis ananta modelo duna,6837562.0,120.2,3.0,3.0,23.3221588292,-106.4793634719,easybroker,2024-09-02 12:27:21.140990,mazatlan,56884.87520798669
casa en venta el toreo mazatlan sinaloa,3400000.0,160.0,2.0,2.0,23.2480703,-106.4384589,easybroker,2024-09-02 12:27:21.140990,mazatlan,21250.0
condominio en la playa oasis ananta modelo concha,3506119.0,49.4,,,23.3222770557,-106.4796102178,easybroker,2024-09-02 12:27:21.140990,mazatlan,70974.06882591093
residencia de lujo en paraiso marina,10700000.0,347.0,4.0,4.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,30835.734870317003
departamentos preventa bluu mazatlan 2445000 realte rg1,2445000.0,44.55,,,23.2769426,-106.4322342,easybroker,2024-09-02 12:27:21.140990,mazatlan,54882.154882154886
casa en venta pacifico hills mazatlan sinaloa,6300000.0,270.0,4.0,4.0,23.2968393,-106.4306338,easybroker,2024-09-02 12:27:21.140990,mazatlan,23333.333333333332
casa en venta en sonterra residencial,6100000.0,246.0,4.0,4.0,23.296974173,-106.4344311943,easybroker,2024-09-02 12:27:21.140990,mazatlan,24796.747967479674
casa en venta en col. jaripillo,1400000.0,52.45,,2.0,23.2609456,-106.3978938,easybroker,2024-09-02 12:27:21.140990,mazatlan,26692.087702573877
departamentos en venta torre en lopez mateos mazatlan sinaloa,2388750.0,87.0,2.0,2.0,23.2403407,-106.4278154,easybroker,2024-09-02 12:27:21.140990,mazatlan,27456.896551724138
altabrisa,6800000.0,125.0,2.0,3.0,23.3053892953,-106.477689743,easybroker,2024-09-02 12:27:21.140990,mazatlan,54400.0
rivera,3197000.0,64.0,,2.0,23.2479509328,-106.4528203236,easybroker,2024-09-02 12:27:21.140990,mazatlan,49953.125
litoral,4872000.0,70.0,,,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,69600.0
casa de venta valles del ejido  modelo martha 2 recamaras,1680000.0,90.0,2.0,2.0,23.277658,-106.403782,easybroker,2024-09-02 12:27:21.140990,mazatlan,18666.666666666668
casa en valles del ejido 3 recamaras una en planta baja,1890000.0,104.0,2.0,3.0,23.275658,-106.405782,easybroker,2024-09-02 12:27:21.140990,mazatlan,18173.076923076922
casa en venta valles del ejido 3 recamaras,1700000.0,115.0,2.0,3.0,23.277658,-106.403782,easybroker,2024-09-02 12:27:21.140990,mazatlan,14782.608695652174
departamento en venta tessalia en lomas de mazatlan,1927000.0,,,2.0,23.2449417,-106.4407958,easybroker,2024-09-02 12:27:21.140990,mazatlan,
casa en venta en hacienda del seminario,2100000.0,140.0,,3.0,23.2871406,-106.421927,easybroker,2024-09-02 12:27:21.140990,mazatlan,15000.0
casa en venta en valle del ejido,2070000.0,133.0,2.0,3.0,23.2841948,-106.4301602,easybroker,2024-09-02 12:27:21.140990,mazatlan,15563.90977443609
bay view mazatlan,5400000.0,103.0,2.0,2.0,23.271265,-106.458969,easybroker,2024-09-02 12:27:21.140990,mazatlan,52427.18446601942
ecid,16950000.0,600.0,4.0,4.0,23.251213,-106.455345,easybroker,2024-09-02 12:27:21.140990,mazatlan,28250.0
mazatlan,3500000.0,98.0,2.0,2.0,23.26265,-106.462708,easybroker,2024-09-02 12:27:21.140990,mazatlan,35714.28571428572
casa en venta en paraiso marina l94,10700000.0,347.0,3.0,3.0,23.2777811,-106.4522242,easybroker,2024-09-02 12:27:21.140990,mazatlan,30835.734870317003
condominio en venta en marina mazatlan,4451000.0,75.0,,2.0,23.2736689,-106.4577284,easybroker,2024-09-02 12:27:21.140990,mazatlan,59346.666666666664
akkun,3251992.91,64.72,,,23.2771462777,-106.4655876995,easybroker,2024-09-02 12:27:21.140990,mazatlan,50247.10923980223
aguamarina,6306000.0,,,,23.2194196649,-106.4224148037,easybroker,2024-09-02 12:27:21.140990,mazatlan,
casa 1846,4295000.0,,,,23.1970162773,-106.425547679,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en litoral ocean condos,4872000.0,70.0,,,23.2062216449,-106.4282458521,easybroker,2024-09-02 12:27:21.140990,mazatlan,69600.0
malia,5187609.0,98.32,2.0,2.0,23.2801817533,-106.4656306154,easybroker,2024-09-02 12:27:21.140990,mazatlan,52762.50000000001
the lighthouse marina modelo i 4 recamaras,14083080.0,336.0,3.0,4.0,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,41913.92857142857
el faro marina modelo a,2905540.0,46.0,,,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,63163.913043478264
el puerto deportivo faro modelo b,4104040.0,71.4,,,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,57479.55182072829
el puerto deportivo faro modelo f,8339680.0,135.0,3.0,3.0,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,61775.40740740741
el puerto deportivo faro modelo d,7415660.0,123.0,2.0,3.0,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,60289.918699186994
el modelo g de la marina lighthouse bloqueo,8040760.0,134.0,3.0,3.0,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,60005.67164179104
la marina de faro modelo c bloqueo,6344060.0,123.0,2.0,2.0,23.2747809241,-106.4639140608,easybroker,2024-09-02 12:27:21.140990,mazatlan,51577.723577235774
mangata,4206700.0,86.55,,,23.2871197234,-106.4583778351,easybroker,2024-09-02 12:27:21.140990,mazatlan,48604.27498555748
mangata,3384300.0,62.25,,,23.2871197234,-106.4583778351,easybroker,2024-09-02 12:27:21.140990,mazatlan,54366.26506024096
mangata,4838000.0,110.0,2.0,2.0,23.2871197234,-106.4583778351,easybroker,2024-09-02 12:27:21.140990,mazatlan,43981.818181818184
departamento en preventa en el malecon de mazatlan,6163109.54,83.98,2.0,2.0,23.2338307,-106.4442507,easybroker,2024-09-02 12:27:21.140990,mazatlan,73387.82495832341
qabu boutique living,3807660.0,71.01,,2.0,23.2589713991,-106.4592576134,easybroker,2024-09-02 12:27:21.140990,mazatlan,53621.46176594846
casa en  venta en valles del ejido,1990000.0,103.75,2.0,3.0,23.277658,-106.403782,easybroker,2024-09-02 12:27:21.140990,mazatlan,19180.722891566264
departamento en venta en palmera homes,1990000.0,89.63,2.0,2.0,23.2446642,-106.4301857,easybroker,2024-09-02 12:27:21.140990,mazatlan,22202.387593439697
departamento en ventata en distrito 414_d502,3105474.76,84.8,2.0,2.0,23.218028,-106.4181576,easybroker,2024-09-02 12:27:21.140990,mazatlan,36621.16462264151
punta del sol,5239719.0,87.86,2.0,2.0,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,59637.13862963806
pueblo de mananta,7840000.0,80.0,2.0,2.0,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,98000.0
playa norte,5225000.0,97.0,2.0,2.0,23.2073969,-106.4255244,easybroker,2024-09-02 12:27:21.140990,mazatlan,53865.9793814433
hermoso departamento en gaviotas golden en mazatlan sinaloa,3700000.0,,,,23.2484832481,-106.4517098711,easybroker,2024-09-02 12:27:21.140990,mazatlan,
isla veleros,4700000.0,103.0,2.0,2.0,23.2701683637,-106.45721898,easybroker,2024-09-02 12:27:21.140990,mazatlan,45631.06796116505
departamento en venta en punta del sol n36303,5237460.0,108.11,2.0,3.0,23.3203263038,-106.4784826347,easybroker,2024-09-02 12:27:21.140990,mazatlan,48445.65720099898
departamento en venta en punta del sol n22202,4296477.0,87.86,2.0,2.0,23.3205430555,-106.4785479362,easybroker,2024-09-02 12:27:21.140990,mazatlan,48901.399954473025
isla diamante  modelo b,5448000.0,116.22,2.0,2.0,23.2368307,-106.4412507,easybroker,2024-09-02 12:27:21.140990,mazatlan,46876.61331956634
departamento a pie de playa en mazatlan punta del sol n2_2201,3180509.0,47.86,,,23.3194888511,-106.4787197223,easybroker,2024-09-02 12:27:21.140990,mazatlan,66454.42958629335
green palms departamentos,2690000.0,67.0,2.0,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,40149.253731343284
lagunas de habitat azul,3800000.0,73.0,2.0,2.0,23.284715127,-106.4449882697,easybroker,2024-09-02 12:27:21.140990,mazatlan,52054.79452054795
balandra ii,2900000.0,72.0,2.0,2.0,23.265397941,-106.4639997655,easybroker,2024-09-02 12:27:21.140990,mazatlan,40277.77777777778
aruba,5224500.0,100.0,2.0,2.0,23.2747809241,-106.461811093,easybroker,2024-09-02 12:27:21.140990,mazatlan,52245.0
residencia artemisa beach,8700000.0,137.0,2.0,2.0,23.2748852,-106.4661581,easybroker,2024-09-02 12:27:21.140990,mazatlan,63503.6496350365
