oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,municipio,precio_m2
casa en venta en el delfin residencial marina mazatlan,6980000.0,207.0,4.0,4.0,23.2926185963,-106.4582490921,easybroker,2024-09-02 12:27:21.140990,mazatlan,33719.80676328502
departamentos en venta en mazatlan  vista ferry,2495000.0,75.0,2.0,2.0,23.2039347,-106.4157563,easybroker,2024-09-02 12:27:21.140990,mazatlan,33266.666666666664
casa en venta en col. flores magon,1580000.0,95.0,2.0,3.0,23.2420953235,-106.3876962674,easybroker,2024-09-02 12:27:21.140990,mazatlan,16631.57894736842
casa en venta en mazatlan fracc. el toreo,3990000.0,193.0,2.0,4.0,23.247872071,-106.4373493428,easybroker,2024-09-02 12:27:21.140990,mazatlan,20673.575129533678
venta de  departamento en   akoya sky living mazatlan,8814142.77,140.96,,2.0,23.2251826,-106.4330533,easybroker,2024-09-02 12:27:21.140990,mazatlan,62529.38968501702
venta de  departamento en   akoya sky living mazatlan,8684359.2,140.96,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,61608.67763904653
venta de  departamento en   akoya sky living mazatlan,8556493.62,140.96,,2.0,23.2251826,-106.4330533,easybroker,2024-09-02 12:27:21.140990,mazatlan,60701.57221906923
venta de  departamento en   akoya sky living mazatlan,8430517.67,140.96,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,59807.87223325766
venta de  departamento en   akoya sky living mazatlan,8306403.44,140.96,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,58927.379682179344
venta de  departamento en   akoya sky living mazatlan,9334617.54,132.49,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,70455.26107630764
venta de  departamento en   akoya sky living mazatlan,9197142.22,132.49,,2.0,23.2311826,-106.4270533,easybroker,2024-09-02 12:27:21.140990,mazatlan,69417.63317986263
venta de  departamento en   akoya sky living mazatlan,9061698.56,132.49,,2.0,23.2301826,-106.4280533,easybroker,2024-09-02 12:27:21.140990,mazatlan,68395.33972375274
venta de  departamento en   akoya sky living mazatlan,8928256.53,132.49,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,67388.1540493622
venta de  departamento en   akoya sky living mazatlan,8796786.55,132.49,,2.0,23.2261826,-106.4320533,easybroker,2024-09-02 12:27:21.140990,mazatlan,66395.85289455808
venta de  departamento en   akoya sky living mazatlan,8553121.2,123.18,,2.0,23.2311826,-106.4270533,easybroker,2024-09-02 12:27:21.140990,mazatlan,69435.95713589867
venta de  departamento en   akoya sky living mazatlan,8680936.2,123.18,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,70473.58499756453
venta de  departamento en   akoya sky living mazatlan,8810668.42,123.18,,2.0,23.2301826,-106.4280533,easybroker,2024-09-02 12:27:21.140990,mazatlan,71526.77723656438
venta de  departamento en   akoya sky living mazatlan,8427195.09,123.18,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,68413.66366293229
departamento azora ocean front en mazatlan,10794774.13,144.73,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,74585.60167207905
departamento azora ocean front en mazatlan,11458870.26,144.73,2.0,2.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,79174.11911835833
departamento azora ocean front en mazatlan,10561273.1,130.78,2.0,2.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,80756.02615078758
departamento azora ocean front en mazatlan,9656592.59,130.78,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,73838.45075699648
departamento azora ocean front en mazatlan,8680375.65,130.78,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,66373.87712188408
departamento azora ocean front en mazatlan,10392138.89,126.15,2.0,2.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,82379.22227506936
departamento azora ocean front en mazatlan,9887763.58,126.15,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78381.0034086405
departamento azora ocean front en mazatlan,9506839.03,126.15,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,75361.3874752279
departamento azora ocean front en mazatlan,8952315.58,126.15,2.0,2.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,70965.64074514467
departamento azora ocean front en mazatlan,7243242.92,99.78,2.0,2.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,72592.13189015834
departamento azora ocean front en mazatlan,6122952.6,99.78,2.0,2.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,61364.52796151533
departamento azora ocean front en mazatlan,6797386.74,97.33,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,69838.5568683859
departamento azora ocean front en mazatlan,11172850.15,150.88,2.0,3.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,74051.23376193001
departamento azora ocean front en mazatlan,11860205.58,150.88,2.0,3.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78606.87685577942
departamento azora ocean front en mazatlan,10952700.87,150.88,2.0,3.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,72592.13195917285
departamento azora ocean front en mazatlan,10525330.25,150.88,2.0,3.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,69759.61194326618
departamento azora ocean front en mazatlan,9915337.21,150.88,2.0,2.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,65716.71003446449
casa nueva en venta,18500000.0,710.0,6.0,5.0,23.272023,-106.4535099,easybroker,2024-09-02 12:27:21.140990,mazatlan,26056.338028169015
departamento azora ocean front en mazatlan,11638534.19,148.06,2.0,3.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78606.87687424017
departamento azora ocean front en mazatlan,10964025.68,148.06,2.0,3.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,74051.23382412535
departamento azora ocean front en mazatlan,10536213.17,148.06,2.0,3.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,71161.78015669323
departamento azora ocean front en mazatlan,9925589.41,148.06,2.0,3.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,67037.61589895988
departamento azora ocean front en mazatlan,12075008.67,145.11,2.0,3.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,83212.79491420301
departamento azora ocean front en mazatlan,11375204.38,145.11,2.0,3.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78390.21693887396
departamento azora ocean front en mazatlan,10935690.94,145.11,2.0,3.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,75361.38749913857
departamento azora ocean front en mazatlan,10715957.09,145.11,2.0,3.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,73847.13038384673
departamento azora ocean front en mazatlan,10504810.4,145.11,2.0,3.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,72392.05016883744
departamentos preventa torres sun  sea living desde 3189000 realte rg1,3189000.0,65.11,,,23.2945963,-106.4696129,easybroker,2024-09-02 12:27:21.140990,mazatlan,48978.65151282445
casa en venta en marina real,7800000.0,250.0,3.0,3.0,23.2738787,-106.4583539,easybroker,2024-09-02 12:27:21.140990,mazatlan,31200.0
departamento azora ocean front en mazatlan,9896006.58,145.11,2.0,3.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,68196.58590035145
departamento azora ocean front en mazatlan,10873230.09,140.11,2.0,3.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,77604.95389336949
departamento azora ocean front en mazatlan,11405851.93,139.84,2.0,3.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,81563.58645594965
departamento azora ocean front en mazatlan,11181111.59,139.84,2.0,3.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,79956.46159897024
departamento azora ocean front en mazatlan,10960799.52,139.84,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78381.00343249427
departamento azora ocean front en mazatlan,11591370.06,146.0,2.0,3.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,79392.94561643836
departamento azora ocean front en mazatlan,7247598.45,99.84,2.0,2.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,72592.13191105769
departamento azora ocean front en mazatlan,6005915.57,99.84,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,60155.40434695513
departamento azora ocean front en mazatlan,7218561.6,99.44,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,72592.1319388576
departamento azora ocean front en mazatlan,6773641.63,96.99,2.0,2.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,69838.55686153212
departamento azora ocean front en mazatlan,6375400.4,99.84,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,63856.17387820513
departamento azora ocean front en mazatlan,5922627.13,99.44,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,59559.8062148029
departamento en venta en el sabalo country,4200000.0,126.0,3.0,3.0,23.2624508383,-106.4624870104,easybroker,2024-09-02 12:27:21.140990,mazatlan,33333.333333333336
casa en venta en el centro de mazatlan,2350000.0,183.0,2.0,4.0,23.2035542737,-106.4187241137,easybroker,2024-09-02 12:27:21.140990,mazatlan,12841.530054644809
casa en centro de mazatlan,2350000.0,189.0,2.0,4.0,23.2032189996,-106.4187240601,easybroker,2024-09-02 12:27:21.140990,mazatlan,12433.862433862434
departamentos en preventa en mazatlan,6651900.0,86.0,,,23.297952,-106.4823689,easybroker,2024-09-02 12:27:21.140990,mazatlan,77347.67441860466
departamentos en venta en torre nereo the black tower of the sea modelo clio,3039300.0,50.0,,,23.2378521,-106.4440104,easybroker,2024-09-02 12:27:21.140990,mazatlan,60786.0
increible oportunidad de venta en boca del cielo,7850000.0,118.34,2.0,2.0,23.2054278487,-106.4282888174,easybroker,2024-09-02 12:27:21.140990,mazatlan,66334.2910258577
departamento en torre milan,2900000.0,55.76,2.0,2.0,23.247182029,-106.4528471231,easybroker,2024-09-02 12:27:21.140990,mazatlan,52008.60832137733
departamento en venta en el  malecon de mazatlan torre the one,4390000.0,102.0,2.0,2.0,23.2305948,-106.4351541,easybroker,2024-09-02 12:27:21.140990,mazatlan,43039.21568627451
venta casa en col. rincon de mazatlan completamente nueva,1050000.0,68.0,,2.0,23.2424758,-106.3709004,easybroker,2024-09-02 12:27:21.140990,mazatlan,15441.176470588236
departamento en venta mazatlan,7503441.999999999,143.14,2.0,2.0,23.2504148,-106.4101425,easybroker,2024-09-02 12:27:21.140990,mazatlan,52420.30180243118
casa en venta en mazatlan las gaviotas zona dorada,5100000.0,155.0,2.0,3.0,23.2482051,-106.4515222,easybroker,2024-09-02 12:27:21.140990,mazatlan,32903.22580645161
departamento en venta de la mojarra 2220 mazatlan sinaloa.,3200000.0,86.5,2.0,2.0,23.2590704,-106.4591092,easybroker,2024-09-02 12:27:21.140990,mazatlan,36994.21965317919
casa en venta en mazatlan residencial la pedrera,4100000.0,172.0,2.0,3.0,23.2873562392,-106.4337013702,easybroker,2024-09-02 12:27:21.140990,mazatlan,23837.20930232558
venta de  departamento en   akoya sky living mazatlan,8180898.3,123.18,,2.0,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,66414.17681441792
departamento en venta de  amahara en mazatlan,6275307.76,103.3,,2.0,23.2746689,-106.4567284,easybroker,2024-09-02 12:27:21.140990,mazatlan,60748.38102613746
departamento en venta de  amahara en mazatlan,6240681.18,102.73,,2.0,23.2686689,-106.4627284,easybroker,2024-09-02 12:27:21.140990,mazatlan,60748.380998734545
departamento en venta de  amahara en mazatlan,6196930.43,104.05,,2.0,23.2736689,-106.4577284,easybroker,2024-09-02 12:27:21.140990,mazatlan,59557.236232580486
departamento en venta de  amahara en mazatlan,6168938.54,103.58,,2.0,23.2696689,-106.4617284,easybroker,2024-09-02 12:27:21.140990,mazatlan,59557.236339061594
venta de  departamento  de  altomare en  mazatlan,8350000.0,123.28,2.0,2.0,23.2239069,-106.4270254,easybroker,2024-09-02 12:27:21.140990,mazatlan,67731.9922128488
venta de  departamento  de  altomare en  mazatlan,8290000.0,123.28,2.0,2.0,23.2239069,-106.4270254,easybroker,2024-09-02 12:27:21.140990,mazatlan,67245.29526281635
venta de  departamento  de  altomare en  mazatlan,8190000.0,123.28,2.0,2.0,23.2259069,-106.4250254,easybroker,2024-09-02 12:27:21.140990,mazatlan,66434.13367942894
departamento en venta arcadira mazatlan sinaloa.,6000000.0,91.04,2.0,2.0,23.2025384,-106.4265453,easybroker,2024-09-02 12:27:21.140990,mazatlan,65905.09666080843
departamento azora ocean front en mazatlan,10084062.72,146.0,2.0,3.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,69068.92273972603
departamento azora ocean front en mazatlan,9885366.85,146.0,2.0,3.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,67707.99212328767
departamento azora ocean front en mazatlan,9690586.07,146.0,2.0,3.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,66373.87719178082
departamento azora ocean front en mazatlan,9499643.24,146.0,2.0,3.0,23.2398952,-106.4386236,easybroker,2024-09-02 12:27:21.140990,mazatlan,65066.0495890411
departamento azora ocean front en mazatlan,11483365.69,139.38,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,82388.90579710146
departamento azora ocean front en mazatlan,10934068.25,139.38,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78447.89962691921
departamento azora ocean front en mazatlan,10608908.89,139.38,2.0,2.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,76115.0013631798
departamento azora ocean front en mazatlan,10507424.68,134.04,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78390.21695016413
departamento azora ocean front en mazatlan,10395741.16,139.38,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,74585.60166451428
departamento azora ocean front en mazatlan,10190903.99,139.38,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,73115.97065576124
departamento azora ocean front en mazatlan,10101440.38,134.04,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,75361.38749626977
departamento azora ocean front en mazatlan,9990102.92,139.38,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,71675.29717319558
departamento azora ocean front en mazatlan,9898469.35,134.04,2.0,2.0,23.2358952,-106.4426236,easybroker,2024-09-02 12:27:21.140990,mazatlan,73847.1303342286
departamento azora ocean front en mazatlan,9709412.27,123.86,2.0,2.0,23.2348952,-106.4436236,easybroker,2024-09-02 12:27:21.140990,mazatlan,78390.21693847893
departamento azora ocean front en mazatlan,9904571.46,123.86,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,79965.86032617472
departamento azora ocean front en mazatlan,10061333.18,122.12,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,82388.90583033081
departamento azora ocean front en mazatlan,9863085.17,122.12,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,80765.5189158205
departamento azora ocean front en mazatlan,9478230.98,122.12,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,77614.07615460204
departamento azora ocean front en mazatlan,9330554.35,123.86,2.0,2.0,23.2388952,-106.4396236,easybroker,2024-09-02 12:27:21.140990,mazatlan,75331.45769417084
departamento azora ocean front en mazatlan,8752987.29,122.12,2.0,2.0,23.2378952,-106.4406236,easybroker,2024-09-02 12:27:21.140990,mazatlan,71675.29716672126
departamento azora ocean front en mazatlan,8580518.86,122.12,2.0,2.0,23.2338952,-106.4446236,easybroker,2024-09-02 12:27:21.140990,mazatlan,70263.01064526694
departamento en venta en mazatlan torre central ferrara,5299000.0,105.0,2.0,2.0,23.265673921,-106.4617896453,easybroker,2024-09-02 12:27:21.140990,mazatlan,50466.666666666664
casa en venta villas de rueda mazatlan sinaloa,12000000.0,600.0,5.0,4.0,23.2878211,-106.4725201,easybroker,2024-09-02 12:27:21.140990,mazatlan,20000.0
casa loma bonita a estrenar,1050000.0,78.0,,2.0,23.2424758,-106.3709004,easybroker,2024-09-02 12:27:21.140990,mazatlan,13461.538461538461
casa en venta almarena residencial mazatlan sinaloa.,4200000.0,105.0,2.0,3.0,23.2990776,-106.4836574,easybroker,2024-09-02 12:27:21.140990,mazatlan,40000.0
casa en renta amueblada en palmilla,23000.0,,3.0,3.0,23.2876641,-106.4677728,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en mazatlan sabalo country,2495000.0,73.0,,,23.264441,-106.4611565,easybroker,2024-09-02 12:27:21.140990,mazatlan,34178.08219178082
departamento en venta en mazatlan fracc. las gaviotas,3460000.0,86.0,2.0,2.0,23.2467433,-106.4532174,easybroker,2024-09-02 12:27:21.140990,mazatlan,40232.558139534885
departamento en venta en mazatlan col. francisco villa,1970000.0,65.0,2.0,2.0,23.2562557,-106.4368354,easybroker,2024-09-02 12:27:21.140990,mazatlan,30307.69230769231
venta de departamento privado en infonavit conchi,1250.0,59.0,,2.0,23.2334616,-106.422442,easybroker,2024-09-02 12:27:21.140990,mazatlan,21.1864406779661
departamento en venta en mazatlan col. francisco villa,2150000.0,60.0,2.0,2.0,23.2562557,-106.4368354,easybroker,2024-09-02 12:27:21.140990,mazatlan,35833.333333333336
departamento en venta en mazatlan col. flores magon,920000.0,53.0,,2.0,23.2421741884,-106.3887905138,easybroker,2024-09-02 12:27:21.140990,mazatlan,17358.490566037737
casa en venta en hacienda del seminario priv. san carlos con 3 amplias recamaras,2100000.0,55.56,,3.0,23.2918253141,-106.4168465017,easybroker,2024-09-02 12:27:21.140990,mazatlan,37796.976241900644
depa en renta mensual 2 recamaras gavias grand,45000.0,,2.0,2.0,23.276905,-106.4674987,easybroker,2024-09-02 12:27:21.140990,mazatlan,
santa patricia luxury living  b,4674600.0,95.4,2.0,2.0,23.2991545,-106.4815048,easybroker,2024-09-02 12:27:21.140990,mazatlan,49000.0
santa patricia luxury living  c,4388400.0,95.4,2.0,2.0,23.2991545,-106.4815048,easybroker,2024-09-02 12:27:21.140990,mazatlan,46000.0
santa patricia luxury living  ph2,6590700.0,122.05,3.0,3.0,23.2991545,-106.4815048,easybroker,2024-09-02 12:27:21.140990,mazatlan,54000.0
departamentos en venta elypse mazatlan sinaloa.,5950000.0,128.0,2.0,2.0,23.2990776,-106.4836574,easybroker,2024-09-02 12:27:21.140990,mazatlan,46484.375
santa patricia luxury living  a,4894400.0,106.4,2.0,2.0,23.2991545,-106.4815048,easybroker,2024-09-02 12:27:21.140990,mazatlan,46000.0
santa patricia luxury living  ph1,6998400.0,129.6,3.0,3.0,23.2991545,-106.4815048,easybroker,2024-09-02 12:27:21.140990,mazatlan,54000.0
casa en pacifico hills,5950000.0,248.0,3.0,3.0,23.2968393,-106.4306338,easybroker,2024-09-02 12:27:21.140990,mazatlan,23991.935483870966
venta de departamentos el encanto rio,2700000.0,120.0,3.0,3.0,23.2990776,-106.4836574,easybroker,2024-09-02 12:27:21.140990,mazatlan,22500.0
renta  real del valle coto iv,4200000.0,167.0,2.0,3.0,23.2783289388,-106.4276182277,easybroker,2024-09-02 12:27:21.140990,mazatlan,25149.700598802396
azora,5922627.13,,,,23.2154516,-106.421467,easybroker,2024-09-02 12:27:21.140990,mazatlan,
el faro de mazatlan,3000000.0,46.0,,,23.274732,-106.4592482,easybroker,2024-09-02 12:27:21.140990,mazatlan,65217.391304347824
casa en venta en paseo de los olivos a 10 minutos de la playa,3250000.0,150.0,2.0,3.0,23.2605303,-106.4195576,easybroker,2024-09-02 12:27:21.140990,mazatlan,21666.666666666668
casa en venta en los mangos 1 a 10 minutos de la playa,3200000.0,,2.0,3.0,23.2575929,-106.4235177,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en torre flamingo 407 modelo b nivel 3,2680000.0,78.63,,2.0,23.2171269,-106.4182555,easybroker,2024-09-02 12:27:21.140990,mazatlan,34083.683072618594
departamento en venta en torre flamingo 407 modelo c nivel 3,1990000.0,47.8,,,23.2171269,-106.4182555,easybroker,2024-09-02 12:27:21.140990,mazatlan,41631.799163179916
departamento en venta en torre flamingo 407 modelo a nivel 3,2850000.0,89.94,,2.0,23.2171269,-106.4182555,easybroker,2024-09-02 12:27:21.140990,mazatlan,31687.79186124083
casa en venta en fraccionamiento los olivos,3000000.0,121.44,2.0,3.0,23.2620565721,-106.4198288497,easybroker,2024-09-02 12:27:21.140990,mazatlan,24703.557312252964
departamento en venta punta sur 207 mazatlan sinaloa.,3300000.0,81.25,2.0,2.0,23.1891162,-106.4216429,easybroker,2024-09-02 12:27:21.140990,mazatlan,40615.38461538462
sinaloamazatlanoriente cuartel vicasaventa,2704850.0,259.25,3.0,3.0,23.2634746,-106.3809661,easybroker,2024-09-02 12:27:21.140990,mazatlan,10433.365477338477
penthouse en la ventanna residencial mazatlan,23990000.0,356.35,3.0,4.0,23.2753328437,-106.4666283213,easybroker,2024-09-02 12:27:21.140990,mazatlan,67321.45362705205
departamento ventarenta 503 bluu lagoon,3750000.0,,2.0,2.0,23.2883417148,-106.4427995474,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento amueblado en venta almar residencial.,2900000.0,73.12,,2.0,23.2973214,-106.4777561,easybroker,2024-09-02 12:27:21.140990,mazatlan,39660.83150984682
departamento en preventa en the lighthouse marina mazatlan,2905540.0,46.0,,,23.2747317,-106.4592768,easybroker,2024-09-02 12:27:21.140990,mazatlan,63163.913043478264
departamentos en venta praia mazatlan sinaloa.,2951554.65,30.38,,,23.2147952,-106.4210359,easybroker,2024-09-02 12:27:21.140990,mazatlan,97154.53094140883
ferrara,4490000.0,,2.0,2.0,23.2654136,-106.4635629,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos en venta sun  sea living  mazatlan sinaloa.,3189000.0,65.11,2.0,,23.2952595512,-106.4715979246,easybroker,2024-09-02 12:27:21.140990,mazatlan,48978.65151282445
preventa de departamento en mazatlan,2900000.0,46.0,,,23.2747317,-106.4592768,easybroker,2024-09-02 12:27:21.140990,mazatlan,63043.47826086957
casa en venta sabalo country con departamento independiente,4300000.0,168.0,2.0,3.0,23.2609878,-106.4616533,easybroker,2024-09-02 12:27:21.140990,mazatlan,25595.238095238095
departamentos preventa llave en mano  torre santa patricia mazatlan sin.,4388400.0,95.4,2.0,2.0,23.2626504,-106.4627078,easybroker,2024-09-02 12:27:21.140990,mazatlan,46000.0
departamento en venta ambar 410 mazatlan sinaloa.,4300000.0,67.33,2.0,2.0,23.2869617,-106.4702246,easybroker,2024-09-02 12:27:21.140990,mazatlan,63864.54774988861
departamento en venta isla esmeralda mazatlan sinaloa.,5900000.0,117.0,2.0,2.0,23.2463452,-106.4522972,easybroker,2024-09-02 12:27:21.140990,mazatlan,50427.35042735043
el faro mazatlan,2905540.0,46.0,,,23.2745318,-106.4621452,easybroker,2024-09-02 12:27:21.140990,mazatlan,63163.913043478264
casa en venta altabrisa 1912 mazatlan sinaloa.,6400000.0,286.0,4.0,4.0,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,22377.622377622378
casa en venta centro mazatlan sinaloa.,3800000.0,180.0,2.0,3.0,23.2045453,-106.4192993,easybroker,2024-09-02 12:27:21.140990,mazatlan,21111.11111111111
casa en venta altabrisa 2011 mazatlan sinaloa,6700000.0,293.0,3.0,3.0,23.3043203,-106.4705222,easybroker,2024-09-02 12:27:21.140990,mazatlan,22866.894197952217
casas en venta versalles mazatlan sinaloa,4550000.0,198.0,3.0,4.0,23.2755976,-106.4257255,easybroker,2024-09-02 12:27:21.140990,mazatlan,22979.79797979798
casa en  venta en col. juarez calle alfonso  tirado con 2 recamaras y 3 banos,1600000.0,100.65,3.0,2.0,23.229799,-106.4002093,easybroker,2024-09-02 12:27:21.140990,mazatlan,15896.671634376551
penthouse inteligente marina platino plus,29995000.0,504.0,4.0,4.0,23.2742290022,-106.4606523514,easybroker,2024-09-02 12:27:21.140990,mazatlan,59513.88888888889
departamentos en venta punta del sol mazatlan sinaloa,3560828.0,47.86,,,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,74400.91934809863
casa en venta real del valle coto 10 mazatlan sinaloa.,4400000.0,191.0,2.0,3.0,23.2848261,-106.4333817,easybroker,2024-09-02 12:27:21.140990,mazatlan,23036.649214659687
casa en venta en sabalo country en mazatlan,6000000.0,260.0,2.0,3.0,23.2654136,-106.4635629,easybroker,2024-09-02 12:27:21.140990,mazatlan,23076.923076923078
casa en venta de 2 recamaras en fraccionamiento bugambilias,1800000.0,220.0,,2.0,23.2589899,-106.3857499,easybroker,2024-09-02 12:27:21.140990,mazatlan,8181.818181818182
en venta departamento en mazatlan,5400000.0,88.33,2.0,2.0,23.2680111,-106.4530306,easybroker,2024-09-02 12:27:21.140990,mazatlan,61134.38242952564
casa en mazatlan sinaloa excelente para comprar e invertir,4335700.0,411.0,2.0,3.0,23.2628852,-106.4610675,easybroker,2024-09-02 12:27:21.140990,mazatlan,10549.148418491484
apartamento en venta en el cid,4450000.0,123.0,2.0,2.0,23.2615152374,-106.4564056143,easybroker,2024-09-02 12:27:21.140990,mazatlan,36178.86178861788
departamento bluu habitat lagoon,4900000.0,83.0,2.0,2.0,23.2877867,-106.4435232,easybroker,2024-09-02 12:27:21.140990,mazatlan,59036.14457831325
casa en venta con 4 recamaras y alberca propia en paraiso marina,11500000.0,391.0,4.0,4.0,23.2777811,-106.4522242,easybroker,2024-09-02 12:27:21.140990,mazatlan,29411.764705882353
puesta de sol,3641313.0,61.57,,,23.295924,-106.4678881,easybroker,2024-09-02 12:27:21.140990,mazatlan,59141.02647393211
departamento en venta a pie de playa en mazatlan,3296690.0,45.0,,,23.3232031602,-106.479041588,easybroker,2024-09-02 12:27:21.140990,mazatlan,73259.77777777778
departamento en venta a pie de playa en mazatlan,4296477.0,85.0,,2.0,23.3232918295,-106.4791596088,easybroker,2024-09-02 12:27:21.140990,mazatlan,50546.788235294116
casa en venta moderna en fraccionamiento el cid con alberca propia,19500000.0,410.0,4.0,4.0,23.2570241,-106.4505854,easybroker,2024-09-02 12:27:21.140990,mazatlan,47560.9756097561
venta departamento amuebladoalmarenamazatlan,2890000.0,,,2.0,23.2756361,-106.4368092,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos preventa marietas towers mazatlan 1848000 taninz rg1,1848000.0,41.41,,,23.2141925,-106.4197672,easybroker,2024-09-02 12:27:21.140990,mazatlan,44626.9017145617
