oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun
casa en fraccionamiento en venta en el secreto,3.0,3.0,170.0,23.2609679,-106.457439,2024-09-02 13:00:56.917298,lamudi,840000.0,4941.176470588235,25012,25,012,Mazatlán
casa en venta en villas del estero,3.0,2.0,270.0,23.2360722,-106.4175717,2024-09-02 13:00:56.917298,lamudi,649999.0,2407.403703703704,25012,25,012,Mazatlán
casa en venta en san fernando,3.0,2.0,,23.2560745,-106.3785319,2024-09-02 13:00:56.917298,lamudi,480000.0,,25012,25,012,Mazatlán
casa en venta en el encanto,5.0,4.0,400.0,23.2604805,-106.4580379,2024-09-02 13:00:56.917298,lamudi,455000.0,1137.5,25012,25,012,Mazatlán
casa en venta en centro,5.0,5.0,300.0,23.2093847,-106.4216433,2024-09-02 13:00:56.917298,lamudi,987957.0,3293.19,25012,25,012,Mazatlán
casa en venta en alameda,3.0,2.0,260.0,23.2399155,-106.433892,2024-09-02 13:00:56.917298,lamudi,520000.0,2000.0,25012,25,012,Mazatlán
casa en venta en las gaviotas,3.0,2.0,250.0,23.2463642,-106.4497081,2024-09-02 13:00:56.917298,lamudi,380000.0,1520.0,25012,25,012,Mazatlán
casa en venta en villa satelite,4.0,3.0,240.0,23.2412396,-106.41558,2024-09-02 13:00:56.917298,lamudi,650000.0,2708.333333333333,25012,25,012,Mazatlán
casa en venta en centro,4.0,2.0,240.0,23.2044059,-106.4250439,2024-09-02 13:00:56.917298,lamudi,590000.0,2458.333333333333,25012,25,012,Mazatlán
casa en venta en san fernando,3.0,1.0,110.0,23.2567192,-106.3765504,2024-09-02 13:00:56.917298,lamudi,940673.0,8551.572727272727,25012,25,012,Mazatlán
casa en venta en villas del estero,3.0,2.0,245.0,23.2360612,-106.4169152,2024-09-02 13:00:56.917298,lamudi,640000.0,2612.244897959184,25012,25,012,Mazatlán
casa en venta en palmas del sol,3.0,2.0,149.0,23.2624147,-106.4574369,2024-09-02 13:00:56.917298,lamudi,815000.0,5469.798657718121,25012,25,012,Mazatlán
casa en condominio en venta en hacienda los mangos,2.0,1.0,160.0,23.2632573,-106.4269685,2024-09-02 13:00:56.917298,lamudi,977371.0,6108.56875,25012,25,012,Mazatlán
casa en venta en san fernando,4.0,3.0,220.0,23.2560745,-106.3785319,2024-09-02 13:00:56.917298,lamudi,540000.0,2454.5454545454545,25012,25,012,Mazatlán
casa en venta en puerta del sol,2.0,1.0,110.0,23.2756576,-106.3974832,2024-09-02 13:00:56.917298,lamudi,780000.0,7090.909090909091,25012,25,012,Mazatlán
casa en fraccionamiento en venta en francisco villa,3.0,2.0,135.0,23.25057,-106.4252567,2024-09-02 13:00:56.917298,lamudi,2026000.0,15007.407407407409,25012,25,012,Mazatlán
casa en venta en san fernando,3.0,1.0,80.0,23.2563639,-106.3770177,2024-09-02 13:00:56.917298,lamudi,556000.0,6950.0,25012,25,012,Mazatlán
casa en venta en el toreo,3.0,2.0,174.0,23.2477462,-106.4378381,2024-09-02 13:00:56.917298,lamudi,885000.0,5086.206896551724,25012,25,012,Mazatlán
casa en venta en alameda,3.0,3.0,250.0,23.243151,-106.4351259,2024-09-02 13:00:56.917298,lamudi,711000.0,2844.0,25012,25,012,Mazatlán
casa en venta en jacarandas,2.0,1.0,80.0,23.2434263,-106.4167896,2024-09-02 13:00:56.917298,lamudi,549568.0,6869.6,25012,25,012,Mazatlán
departamento en venta en benito juarez,2.0,1.0,90.0,23.2306602,-106.4083676,2024-09-02 13:00:56.917298,lamudi,625000.0,6944.444444444444,25012,25,012,Mazatlán
casa en venta en el cid,3.0,2.0,204.0,23.2641221,-106.459154,2024-09-02 13:00:56.917298,lamudi,509218.0,2496.1666666666665,25012,25,012,Mazatlán
casa en venta en terranova,3.0,1.0,132.0,23.2722447,-106.4258471,2024-09-02 13:00:56.917298,lamudi,450000.0,3409.090909090909,25012,25,012,Mazatlán
casa en venta en benito juarez,4.0,,384.0,23.2274618,-106.4026132,2024-09-02 13:00:56.917298,lamudi,480000.0,1250.0,25012,25,012,Mazatlán
casa en venta en el toreo,3.0,2.0,112.0,23.2477462,-106.4378381,2024-09-02 13:00:56.917298,lamudi,449287.0,4011.491071428572,25012,25,012,Mazatlán
casa en venta en las gaviotas,4.0,3.0,400.0,23.2473965,-106.4526167,2024-09-02 13:00:56.917298,lamudi,810000.0,2025.0,25012,25,012,Mazatlán
casa en venta en sabalo country club,4.0,3.0,220.0,23.2654136,-106.4635629,2024-09-02 13:00:56.917298,lamudi,560000.0,2545.454545454545,25012,25,012,Mazatlán
casa en venta en san angel,3.0,4.0,180.0,23.2289113,-106.4213057,2024-09-02 13:00:56.917298,lamudi,700000.0,3888.8888888888887,25012,25,012,Mazatlán
casa en venta en el secreto,4.0,3.0,250.0,23.2609457,-106.4575487,2024-09-02 13:00:56.917298,lamudi,455000.0,1820.0,25012,25,012,Mazatlán
casa en venta en sanchez celis,4.0,3.0,280.0,23.2455073,-106.431267,2024-09-02 13:00:56.917298,lamudi,750000.0,2678.5714285714284,25012,25,012,Mazatlán
casa en venta en hacienda los mangos,3.0,2.0,131.0,23.2598254,-106.4259737,2024-09-02 13:00:56.917298,lamudi,558598.0,4264.106870229008,25012,25,012,Mazatlán
casa en venta en jacarandas,3.0,2.0,228.0,23.2434263,-106.4167896,2024-09-02 13:00:56.917298,lamudi,569568.0,2498.1052631578946,25012,25,012,Mazatlán
casa en venta en hacienda los mangos,4.0,3.0,270.0,23.264721,-106.4275321,2024-09-02 13:00:56.917298,lamudi,480000.0,1777.7777777777778,25012,25,012,Mazatlán
casa en venta en el secreto,4.0,2.0,315.0,23.2609457,-106.4575487,2024-09-02 13:00:56.917298,lamudi,535000.0,1698.4126984126983,25012,25,012,Mazatlán
casa en venta en sanchez celis,4.0,1.0,350.0,23.2453565,-106.430825,2024-09-02 13:00:56.917298,lamudi,470000.0,1342.857142857143,25012,25,012,Mazatlán
casa en venta en telleria,2.0,2.0,100.0,23.227128,-106.4273235,2024-09-02 13:00:56.917298,lamudi,605000.0,6050.0,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,1.0,180.0,23.2787482,-106.430288,2024-09-02 13:00:56.917298,lamudi,764000.0,4244.444444444444,25012,25,012,Mazatlán
casa en venta en san fernando,3.0,3.0,180.0,23.25798,-106.38091,2024-09-02 13:00:56.917298,lamudi,1100000.0,6111.111111111111,25012,25,012,Mazatlán
casa en venta en san fernando,3.0,2.0,220.0,23.256096,-106.377059,2024-09-02 13:00:56.917298,lamudi,940673.0,4275.786363636364,25012,25,012,Mazatlán
casa en venta en villa satelite,3.0,2.0,198.0,23.2416127,-106.4166881,2024-09-02 13:00:56.917298,lamudi,2278000.0,11505.050505050503,25012,25,012,Mazatlán
casa en venta en real pacifico,4.0,1.0,165.0,23.2763963,-106.4349268,2024-09-02 13:00:56.917298,lamudi,946313.0,5735.230303030303,25012,25,012,Mazatlán
casa en venta en felipe angeles,3.0,2.0,100.0,23.1857811,-106.3295728,2024-09-02 13:00:56.917298,lamudi,502000.0,5020.0,25012,25,012,Mazatlán
casa en venta en felipe angeles,2.0,1.0,65.0,23.1897564,-106.3334303,2024-09-02 13:00:56.917298,lamudi,406000.0,6246.153846153846,25012,25,012,Mazatlán
casa en venta en felipe angeles,3.0,1.0,72.0,23.1857811,-106.3295728,2024-09-02 13:00:56.917298,lamudi,369424.0,5130.888888888889,25012,25,012,Mazatlán
casa en venta en prados del sol,3.0,2.0,135.0,23.26934,-106.42701,2024-09-02 13:00:56.917298,lamudi,861576.0,6382.044444444445,25012,25,012,Mazatlán
casa en venta en hacienda los mangos,4.0,2.0,180.0,23.2604839,-106.4257927,2024-09-02 13:00:56.917298,lamudi,558598.0,3103.322222222222,25012,25,012,Mazatlán
casa en venta en hacienda los mangos,5.0,2.0,180.0,23.2604839,-106.4257927,2024-09-02 13:00:56.917298,lamudi,558598.0,3103.322222222222,25012,25,012,Mazatlán
casa en venta en hacienda del seminario,3.0,2.0,160.0,23.2914088,-106.4202731,2024-09-02 13:00:56.917298,lamudi,838000.0,5237.5,25012,25,012,Mazatlán
casa en fraccionamiento en venta en los mangos,3.0,1.0,140.0,23.2589153,-106.423656,2024-09-02 13:00:56.917298,lamudi,558598.0,3989.9857142857145,25012,25,012,Mazatlán
casa en fraccionamiento en venta en hacienda los mangos,3.0,2.0,,23.2611685,-106.4262324,2024-09-02 13:00:56.917298,lamudi,558598.0,,25012,25,012,Mazatlán
casa en venta soles residencial 1871 mazatlan sinaloa,4.0,4.0,236.0,23.2626504,-106.4627078,2024-09-02 12:27:21.140990,easybroker,7200000.0,30508.474576271183,25012,25,012,Mazatlán
departamento en venta en torre isla balboa,2.0,2.0,87.48,23.251008,-106.4520348,2024-09-02 12:27:21.140990,easybroker,3820000.0,43667.12391403749,25012,25,012,Mazatlán
casa en venta jacarandas mazatlan sinaloa,3.0,2.0,149.0,23.2433991,-106.4180536,2024-09-02 12:27:21.140990,easybroker,3400000.0,22818.791946308724,25012,25,012,Mazatlán
nautilus marina gran vida,2.0,2.0,,23.2747317,-106.4592768,2024-09-02 12:27:21.140990,easybroker,4319000.0,,25012,25,012,Mazatlán
mangle marina golf residences,2.0,2.0,,23.2786341,-106.4536404,2024-09-02 12:27:21.140990,easybroker,2890000.0,,25012,25,012,Mazatlán
torre playa azul,2.0,2.0,,23.2028359,-106.4165282,2024-09-02 12:27:21.140990,easybroker,2800000.0,,25012,25,012,Mazatlán
casa en venta en mediterraneo,3.0,3.0,169.5,23.2693327,-106.4445612,2024-09-02 12:27:21.140990,easybroker,5800000.0,34218.28908554572,25012,25,012,Mazatlán
condominio en venta en las gavias grand,3.0,3.0,160.71,23.2828623755,-106.4709091479,2024-09-02 12:27:21.140990,easybroker,14848499.999999998,92393.13048347954,25012,25,012,Mazatlán
cristal bay ... uno de los penthouses mas lujososos de mazatlan,3.0,,450.0,23.2273616,-106.4288318,2024-09-02 12:27:21.140990,easybroker,24900000.0,55333.333333333336,25012,25,012,Mazatlán
cristal bay ... uno de los  departamentos mas lujososos de mazatlan,2.0,,125.0,23.231974,-106.4347995,2024-09-02 12:27:21.140990,easybroker,8170000.0,65360.0,25012,25,012,Mazatlán
mazatlan cerritos tiara sands,3.0,3.0,162.0,23.2991545,-106.4815048,2024-09-02 12:27:21.140990,easybroker,11661021.999999998,71981.6172839506,25012,25,012,Mazatlán
hermosos departamentos frente al mar en magenta residence,0.0,,33.1,23.2191035,-106.4212392,2024-09-02 12:27:21.140990,easybroker,1841959.39,55648.31993957704,25012,25,012,Mazatlán
hermosos departamentos en venta en mare golden zone condos,2.0,2.0,76.37,23.2444615,-106.4534697,2024-09-02 12:27:21.140990,easybroker,3759200.0,49223.51708786172,25012,25,012,Mazatlán
mazatlan marina pacifika,3.0,3.0,134.0,23.2747317,-106.4592768,2024-09-02 12:27:21.140990,easybroker,4900000.0,36567.16417910448,25012,25,012,Mazatlán
departamento en venta en zona dorada mazatlan,2.0,2.0,83.5,23.2588099,-106.4593312,2024-09-02 12:27:21.140990,easybroker,3871940.0,46370.53892215569,25012,25,012,Mazatlán
departamento en venta en zona dorada mazatlan,,,43.1,23.2588099,-106.4593312,2024-09-02 12:27:21.140990,easybroker,2113380.0,49034.33874709977,25012,25,012,Mazatlán
departamento en venta en el encato playa azul en playa sur mazatlan,2.0,2.0,92.89,23.1910197,-106.4231674,2024-09-02 12:27:21.140990,easybroker,3700000.0,39832.05942512649,25012,25,012,Mazatlán
hermosa casa en fraccionamiento en rincon del real,3.0,2.0,75.0,23.2420378,-106.3785771,2024-09-02 12:27:21.140990,easybroker,1450000.0,19333.33333333333,25012,25,012,Mazatlán
departamento en torres navia,2.0,2.0,,23.2708473,-106.4576718,2024-09-02 12:27:21.140990,easybroker,3500.0,,25012,25,012,Mazatlán
departamento en venta en torre flamingo 407 modelo b nivel 1,2.0,,78.63,23.2171269,-106.4182555,2024-09-02 12:27:21.140990,easybroker,2850000.0,36245.70774513545,25012,25,012,Mazatlán
preventa departamentosfrente a frogs z doradamazatlan,,,,23.2281826,-106.4300533,2024-09-02 12:27:21.140990,easybroker,3300000.0,,25012,25,012,Mazatlán
centro logistico mcl mazatlan,,,,23.3498787,-106.4170222,2024-09-02 12:27:21.140990,easybroker,5100000.0,,25012,25,012,Mazatlán
meraki,2.0,2.0,,23.2812822,-106.4306302,2024-09-02 12:27:21.140990,easybroker,2674000.0,,25012,25,012,Mazatlán
boca de mar,3.0,4.0,,23.206339,-106.4284836,2024-09-02 12:27:21.140990,easybroker,6650000.0,,25012,25,012,Mazatlán
torre tiburon,2.0,2.0,87.81,23.259742,-106.4591467,2024-09-02 12:27:21.140990,easybroker,2000000.0,22776.449151577268,25012,25,012,Mazatlán
condos maraka living,2.0,2.0,,23.2611037,-106.4583686,2024-09-02 12:27:21.140990,easybroker,3350379.0,,25012,25,012,Mazatlán
torre katara,2.0,2.0,,23.2853278,-106.4291442,2024-09-02 12:27:21.140990,easybroker,2389000.0,,25012,25,012,Mazatlán
sunset sabalo condos,2.0,2.0,,23.2635796,-106.462567,2024-09-02 12:27:21.140990,easybroker,1049950.0,,25012,25,012,Mazatlán
casa en venta col. universo,3.0,2.0,182.0,23.2600222,-106.3747007,2024-09-02 12:27:21.140990,easybroker,1250000.0,6868.131868131868,25012,25,012,Mazatlán
departamentos en venta en los fresnos condominios,2.0,,66.65,23.2555719,-106.4140354,2024-09-02 12:27:21.140990,easybroker,2126000.0,31897.9744936234,25012,25,012,Mazatlán
departamento en venta en torre ananta,2.0,2.0,109.0,23.2026541,-106.4273975,2024-09-02 12:27:21.140990,easybroker,4800000.0,44036.69724770642,25012,25,012,Mazatlán
condominio en venta en boca del cielo,2.0,2.0,94.0,23.206339,-106.4284836,2024-09-02 12:27:21.140990,easybroker,5600000.0,59574.46808510638,25012,25,012,Mazatlán
condominio en venta en the one tower do9,2.0,2.0,102.6,23.2324714,-106.4350528,2024-09-02 12:27:21.140990,easybroker,5900000.0,57504.87329434698,25012,25,012,Mazatlán
condominio en venta en las gavias grand,2.0,2.0,135.14,23.2769245276,-106.4675617236,2024-09-02 12:27:21.140990,easybroker,10500000.0,77697.20290069559,25012,25,012,Mazatlán
condominio en venta en vistas de la marina,3.0,2.0,155.15,23.2673804,-106.453298,2024-09-02 12:27:21.140990,easybroker,5500000.0,35449.564937157586,25012,25,012,Mazatlán
condominio en preventa en panoramic sunset,2.0,2.0,74.0,23.2016858,-106.4284408,2024-09-02 12:27:21.140990,easybroker,3333237.6,45043.75135135136,25012,25,012,Mazatlán
condominio en venta en the one tower do11,,2.0,102.6,23.2324714,-106.4350528,2024-09-02 12:27:21.140990,easybroker,5900000.0,57504.87329434698,25012,25,012,Mazatlán
condominio en venta en el delfin condominios,,,82.59,23.3268642,-106.4807815,2024-09-02 12:27:21.140990,easybroker,3650000.0,44194.212374379465,25012,25,012,Mazatlán
casa en venta en quintas del mar,3.0,2.0,200.0,23.2957825,-106.4807122,2024-09-02 12:27:21.140990,easybroker,6300000.0,31500.0,25012,25,012,Mazatlán
casa en venta  en lazaro cardenas,3.0,2.0,150.0,23.1959652,-106.4178313,2024-09-02 12:27:21.140990,easybroker,1850000.0,12333.333333333334,25012,25,012,Mazatlán
casa en venta en paraiso marina,4.0,,350.0,23.2777811,-106.4522242,2024-09-02 12:27:21.140990,easybroker,11500000000.0,32857142.85714286,25012,25,012,Mazatlán
casa en venta en altabrisa residencial 99,4.0,4.0,518.65,23.3054188557,-106.4780223478,2024-09-02 12:27:21.140990,easybroker,17500000.0,33741.44413380893,25012,25,012,Mazatlán
casa en preventa en altabrisa residencial,4.0,4.0,326.32,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,12500000.0,38305.95734248591,25012,25,012,Mazatlán
casa en preventa en altabrisa residencial 23,4.0,4.0,335.26,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,12500000.0,37284.49561534332,25012,25,012,Mazatlán
condominio en venta en vue centro historico,,,66.96,23.2018208,-106.4295291,2024-09-02 12:27:21.140990,easybroker,4256570.0,63568.84707287934,25012,25,012,Mazatlán
casa en venta en cerritos resort,3.0,3.0,637.0,23.2988273,-106.4826334,2024-09-02 12:27:21.140990,easybroker,19758404.0,31017.902668759813,25012,25,012,Mazatlán
las flores residencial,,,,23.2460229,-106.4122529,2024-09-02 12:27:21.140990,easybroker,709701.0,,25012,25,012,Mazatlán
punta del sol    sea  sand living,2.0,2.0,,23.3134849,-106.4772934,2024-09-02 12:27:21.140990,easybroker,3200670.0,,25012,25,012,Mazatlán
paseo atlantico condominios,2.0,2.0,,23.2823682,-106.4308853,2024-09-02 12:27:21.140990,easybroker,2375000.0,,25012,25,012,Mazatlán
olimpo residencial ciudad,3.0,3.0,,23.287683,-106.380744,2024-09-02 12:27:21.140990,easybroker,4890000.0,,25012,25,012,Mazatlán
hermosos departamentos en aura living,2.0,,64.15,23.2152533,-106.4180751,2024-09-02 12:27:21.140990,easybroker,2830000.0,44115.3546375682,25012,25,012,Mazatlán
departamento en turquesa mazatlan,2.0,2.0,83.0,23.3081285293,-106.4758875278,2024-09-02 12:27:21.140990,easybroker,3540000.0,42650.60240963855,25012,25,012,Mazatlán
venta casaparaiso mazatlan marina mazatlan,4.0,4.0,310.0,23.2616061,-106.4624777,2024-09-02 12:27:21.140990,easybroker,9800000.0,31612.90322580645,25012,25,012,Mazatlán
venta departamentothe o residencemazatlan,,,,23.2154516,-106.421467,2024-09-02 12:27:21.140990,easybroker,3300000.0,,25012,25,012,Mazatlán
preventa casala calma marina mzt  zona puerta al marmazatlan,,,,23.2815448,-106.4563298,2024-09-02 12:27:21.140990,easybroker,7300000.0,,25012,25,012,Mazatlán
departamento en venta en mazatlan sinaloa,3.0,3.0,126.7,23.2899881,-106.4707722,2024-09-02 12:27:21.140990,easybroker,6703579.0,52909.06866614049,25012,25,012,Mazatlán
departamento en venta en mazatlan sinaloa,2.0,2.0,112.5,23.2899881,-106.4707722,2024-09-02 12:27:21.140990,easybroker,5952270.0,52909.066666666666,25012,25,012,Mazatlán
departamento en venta en mazatlan sinaloa,2.0,2.0,102.6,23.2899881,-106.4707722,2024-09-02 12:27:21.140990,easybroker,5428470.0,52909.06432748539,25012,25,012,Mazatlán
departamento en venta en mazatlan sinaloa,2.0,2.0,101.4,23.2899881,-106.4707722,2024-09-02 12:27:21.140990,easybroker,5364980.0,52909.07297830375,25012,25,012,Mazatlán
guayacanes residencial,,,144.0,23.2466985,-106.3887993,2024-09-02 12:27:21.140990,easybroker,597600.0,4150.0,25012,25,012,Mazatlán
punto reforma,2.0,2.0,,23.2113445,-106.4194929,2024-09-02 12:27:21.140990,easybroker,1424300.0,,25012,25,012,Mazatlán
amatista sabalo tower,2.0,2.0,,23.2631137,-106.4608453,2024-09-02 12:27:21.140990,easybroker,2324528.0,,25012,25,012,Mazatlán
adora  estrena depa en mazatlan,2.0,,,23.2760263,-106.4279656,2024-09-02 12:27:21.140990,easybroker,2129000.0,,25012,25,012,Mazatlán
villa vicario,2.0,,,23.2000684,-106.4214583,2024-09-02 12:27:21.140990,easybroker,4003464.0,,25012,25,012,Mazatlán
peninsula ii,2.0,2.0,,23.3001327,-106.4824083,2024-09-02 12:27:21.140990,easybroker,7000000.0,,25012,25,012,Mazatlán
turquesa mazatlan,2.0,2.0,,23.2744621,-106.4420782,2024-09-02 12:27:21.140990,easybroker,2538000.0,,25012,25,012,Mazatlán
cuenta,2.0,2.0,,23.282586,-106.4694942,2024-09-02 12:27:21.140990,easybroker,2802399.0,,25012,25,012,Mazatlán
aldea  ananta,2.0,2.0,,23.3134849,-106.4772934,2024-09-02 12:27:21.140990,easybroker,6814500.0,,25012,25,012,Mazatlán
torre negra nereo,2.0,2.0,,23.2171328,-106.4178886,2024-09-02 12:27:21.140990,easybroker,3200000.0,,25012,25,012,Mazatlán
palmas verdes,2.0,,,23.2171328,-106.4178886,2024-09-02 12:27:21.140990,easybroker,3290000.0,,25012,25,012,Mazatlán
condominios jade beach,2.0,2.0,,23.3134849,-106.4772934,2024-09-02 12:27:21.140990,easybroker,3630000.0,,25012,25,012,Mazatlán
santorini residencial,,,,23.2494148,-106.4111425,2024-09-02 12:27:21.140990,easybroker,548800.0,,25012,25,012,Mazatlán
departamentos en venta benavides,2.0,2.0,80.0,23.251097,-106.4250282,2024-09-02 12:27:21.140990,easybroker,1800000.0,22500.0,25012,25,012,Mazatlán
casa en venta en villa marina,3.0,2.0,150.0,23.2901102,-106.4708856,2024-09-02 12:27:21.140990,easybroker,3950000.0,26333.33333333333,25012,25,012,Mazatlán
casa en venta marina campo de golf mazatlan sinaloa,4.0,4.0,520.0,23.2852002,-106.4576653,2024-09-02 12:27:21.140990,easybroker,23000000.0,44230.769230769234,25012,25,012,Mazatlán
casa en venta en libertad de expresion a una cuadra de la avenida,3.0,3.0,140.0,23.2587851,-106.4383787,2024-09-02 12:27:21.140990,easybroker,1880000.0,13428.57142857143,25012,25,012,Mazatlán
condos palmaria loft,2.0,,,23.2362363,-106.4059901,2024-09-02 12:27:21.140990,easybroker,1500000.0,,25012,25,012,Mazatlán
cordoba tower,2.0,2.0,,23.2208316,-106.4195648,2024-09-02 12:27:21.140990,easybroker,3346000.0,,25012,25,012,Mazatlán
aura viviendas,2.0,,,23.2161404,-106.4183368,2024-09-02 12:27:21.140990,easybroker,2830000.0,,25012,25,012,Mazatlán
valterra fraccionamiento,,,,23.3177623,-106.3868538,2024-09-02 12:27:21.140990,easybroker,270400.0,,25012,25,012,Mazatlán
punta sabalo,2.0,2.0,,23.2693327,-106.4445612,2024-09-02 12:27:21.140990,easybroker,3848000.0,,25012,25,012,Mazatlán
la florida,,,,23.2659343,-106.4090072,2024-09-02 12:27:21.140990,easybroker,750000.0,,25012,25,012,Mazatlán
venta casa en col. juarez es solo contado y guste invertir,,,104.0,23.2305659,-106.405463,2024-09-02 12:27:21.140990,easybroker,980000.0,9423.076923076924,25012,25,012,Mazatlán
gran oportunidad casa en venta en mazatlan,3.0,2.0,259.0,23.2302896,-106.4065652,2024-09-02 12:27:21.140990,easybroker,2940000.0,11351.351351351352,25012,25,012,Mazatlán
casa en venta en villas del rey,2.0,,90.0,23.2456928,-106.3986298,2024-09-02 12:27:21.140990,easybroker,1550000.0,17222.222222222223,25012,25,012,Mazatlán
casa en venta en villa galaxia,3.0,,125.0,23.239943,-106.4118786,2024-09-02 12:27:21.140990,easybroker,2290000.0,18320.0,25012,25,012,Mazatlán
lago residencial,,,136.0,23.2929536457,-106.4426279366,2024-09-02 12:27:21.140990,easybroker,928200.0,6825.0,25012,25,012,Mazatlán
condominio en venta en punta del sol,,,47.86,23.3134849,-106.4772934,2024-09-02 12:27:21.140990,easybroker,3180509.0,66454.42958629335,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,2.0,167.0,23.2780081,-106.427209,2024-09-02 12:27:21.140990,easybroker,3950000.0,23652.69461077844,25012,25,012,Mazatlán
casa en venta en lomas de mazatlan,3.0,2.0,265.0,23.2443066,-106.4429094,2024-09-02 12:27:21.140990,easybroker,5980000.0,22566.03773584905,25012,25,012,Mazatlán
condominio en venta en dbarak lofts,2.0,2.0,69.0,23.2471902,-106.4504436,2024-09-02 12:27:21.140990,easybroker,3304476.0,47890.95652173913,25012,25,012,Mazatlán
condominio en venta en arcangel distrito residencial,3.0,2.0,110.0,23.2790771,-106.4216451,2024-09-02 12:27:21.140990,easybroker,3450000.0,31363.636363636364,25012,25,012,Mazatlán
condominio en venta en punta del sol,2.0,2.0,108.12,23.3214888766,-106.4784085726,2024-09-02 12:27:21.140990,easybroker,5394584.0,49894.4136145024,25012,25,012,Mazatlán
casa en venta en sonterra residencial,3.0,3.0,160.0,23.2906871184,-106.4396452556,2024-09-02 12:27:21.140990,easybroker,4599000.0,28743.75,25012,25,012,Mazatlán
departamento en venta en arcangel distrito residencial,2.0,,55.0,23.2790771,-106.4216451,2024-09-02 12:27:21.140990,easybroker,1990000.0,36181.81818181818,25012,25,012,Mazatlán
condominio en preventa en luxor,2.0,2.0,81.64,23.2431812,-106.4531714,2024-09-02 12:27:21.140990,easybroker,4985000.0,61060.75453209211,25012,25,012,Mazatlán
residencia en cerro de la neveria,4.0,5.0,630.0,23.20209589,-106.428922349,2024-09-02 12:27:21.140990,easybroker,45000000.0,71428.57142857143,25012,25,012,Mazatlán
casa nueva con financiamiento,5.0,5.0,390.0,23.2197509,-106.3982458,2024-09-02 12:27:21.140990,easybroker,11000000.0,28205.128205128207,25012,25,012,Mazatlán
casa en venta altabrisa residencial mazatlan sinaloa,4.0,4.0,200.0,23.30432,-106.4705067,2024-09-02 12:27:21.140990,easybroker,8400000.0,42000.0,25012,25,012,Mazatlán
casa en venta en sonterra,4.0,4.0,268.0,23.296697,-106.434527,2024-09-02 12:27:21.140990,easybroker,6300000.0,23507.462686567163,25012,25,012,Mazatlán
venta de departamento en mazatlan,2.0,,,23.2137304,-106.4212199,2024-09-02 12:27:21.140990,easybroker,4000000.0,,25012,25,012,Mazatlán
casa en venta mediterraneo,3.0,3.0,238.0,23.2732548,-106.4455998,2024-09-02 12:27:21.140990,easybroker,6200000.0,26050.420168067227,25012,25,012,Mazatlán
exclusivos condominios en mazalaya beach condos,,,82.81,23.3231855,-106.4786253,2024-09-02 12:27:21.140990,easybroker,3500000.0,42265.42688081149,25012,25,012,Mazatlán
departamento centro de mazatlan a pasos de olas altas,3.0,3.0,205.0,23.1951129996,-106.4230906963,2024-09-02 12:27:21.140990,easybroker,4000000.0,19512.19512195122,25012,25,012,Mazatlán
casa en venta   altabrisa residencial,4.0,4.0,188.0,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,6950000.0,36968.085106382976,25012,25,012,Mazatlán
departamento en venta hacienda del seminario mazatlan sinaloa,2.0,2.0,82.0,23.2916492,-106.4225324,2024-09-02 12:27:21.140990,easybroker,2550000.0,31097.560975609755,25012,25,012,Mazatlán
isla loreto,2.0,2.0,,23.2434437,-106.4523641,2024-09-02 12:27:21.140990,easybroker,3650000.0,,25012,25,012,Mazatlán
departamento en venta en isla esmeralda,2.0,2.0,,23.2423648,-106.4518813,2024-09-02 12:27:21.140990,easybroker,5900000.0,,25012,25,012,Mazatlán
milo condominios,2.0,2.0,,23.2786136,-106.4325236,2024-09-02 12:27:21.140990,easybroker,1250000.0,,25012,25,012,Mazatlán
dbarak lofts,2.0,2.0,69.0,23.2471902,-106.4504436,2024-09-02 12:27:21.140990,easybroker,3304476.0,47890.95652173913,25012,25,012,Mazatlán
sun  sea living,2.0,2.0,,23.2626504,-106.4627078,2024-09-02 12:27:21.140990,easybroker,3300000.0,,25012,25,012,Mazatlán
casa en venta en valle del ejido,3.0,2.0,178.0,23.2745341,-106.4022751,2024-09-02 12:27:21.140990,easybroker,2260000.0,12696.629213483146,25012,25,012,Mazatlán
casa en venta en montecarlo residencial,4.0,2.0,,23.2676367,-106.420815,2024-09-02 12:27:21.140990,easybroker,4500000.0,,25012,25,012,Mazatlán
casa en venta en sonterra,4.0,4.0,281.0,23.2980674,-106.429527,2024-09-02 12:27:21.140990,easybroker,7010000.0,24946.61921708185,25012,25,012,Mazatlán
casa en venta paraiso marina l086 mazatlan sinaloa,4.0,4.0,350.0,23.2777811,-106.4522242,2024-09-02 12:27:21.140990,easybroker,11550000.0,33000.0,25012,25,012,Mazatlán
casa en venta paraiso marina l084 mazatlan sinaloa,4.0,4.0,350.0,23.2777811,-106.4522242,2024-09-02 12:27:21.140990,easybroker,11950000.0,34142.857142857145,25012,25,012,Mazatlán
vive el sueno costero en marina mazatlan,3.0,3.0,316.0,23.2775658,-106.4527369,2024-09-02 12:27:21.140990,easybroker,11600000.0,36708.86075949367,25012,25,012,Mazatlán
