oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun
casa en venta en club real,4.0,4.0,360.0,23.2693983,-106.4472128,2024-09-02 13:00:56.917298,lamudi,11890000.0,33027.77777777778,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,131.0,23.235692,-106.439595,2024-09-02 13:00:56.917298,lamudi,7500000.0,57251.908396946565,25012,25,012,Mazatlán
casa en venta en cerritos al mar,11.0,13.0,,23.3228972,-106.4792971,2024-09-02 13:00:56.917298,lamudi,93050600.0,,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,3.0,3.0,121.0,23.275325,-106.457339,2024-09-02 13:00:56.917298,lamudi,4900000.0,40495.86776859504,25012,25,012,Mazatlán
casa en fraccionamiento en venta en rincon de las plazas,4.0,,580.0,23.203,-106.4122,2024-09-02 13:00:56.917298,lamudi,15800000.0,27241.379310344822,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,100.0,23.2708473,-106.4576718,2024-09-02 13:00:56.917298,lamudi,5224500.0,52245.0,25012,25,012,Mazatlán
departamento en venta en real del valle,2.0,2.0,75.0,23.2863833,-106.4302811,2024-09-02 13:00:56.917298,lamudi,2233800.0,29784.0,25012,25,012,Mazatlán
departamento en venta en centro,1.0,1.0,70.0,23.2073969,-106.4255244,2024-09-02 13:00:56.917298,lamudi,4872000.0,69600.0,25012,25,012,Mazatlán
casa en venta en mazatlan,3.0,2.0,213.0,23.2962306,-106.4348121,2024-09-02 13:00:56.917298,lamudi,5300000.0,24882.62910798122,25012,25,012,Mazatlán
departamento en venta en lopez mateos,2.0,1.0,61.0,23.23744004,-106.42597005,2024-09-02 13:00:56.917298,lamudi,2190000.0,35901.639344262294,25012,25,012,Mazatlán
casa en venta en mazatlan,3.0,2.0,213.0,23.2962306,-106.4348121,2024-09-02 13:00:56.917298,lamudi,5500000.0,25821.59624413145,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,1.0,60.0,23.297321,-106.477756,2024-09-02 13:00:56.917298,lamudi,2900000.0,48333.333333333336,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,104.0,23.2271,-106.4253,2024-09-02 13:00:56.917298,lamudi,5345000.0,51394.230769230766,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,4.0,3.0,282.0,23.3056571,-106.4744846,2024-09-02 13:00:56.917298,lamudi,6990000.0,24787.23404255319,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,4.0,226.0,23.29295642,-106.45647246,2024-09-02 13:00:56.917298,lamudi,6215000.0,27500.0,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,2.0,103.0,23.286325,-106.45491,2024-09-02 13:00:56.917298,lamudi,3600000.0,34951.45631067961,25012,25,012,Mazatlán
casa en venta en marina mazatlan,3.0,3.0,228.0,23.29295642,-106.45647246,2024-09-02 13:00:56.917298,lamudi,6270000.0,27500.0,25012,25,012,Mazatlán
departamento en venta en cerritos resort,1.0,1.0,47.0,23.27463195739742,-106.46655527625732,2024-09-02 13:00:56.917298,lamudi,3540000.0,75319.14893617021,25012,25,012,Mazatlán
departamento en venta en el cid,2.0,2.0,127.0,23.2636313,-106.4538386,2024-09-02 13:00:56.917298,lamudi,6805735.0,53588.464566929135,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,5.0,338.0,23.277781,-106.452224,2024-09-02 13:00:56.917298,lamudi,10900000.0,32248.52071005917,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,87.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3650000.0,41954.02298850575,25012,25,012,Mazatlán
departamento en venta en centro,1.0,1.0,19.0,23.202836,-106.416528,2024-09-02 13:00:56.917298,lamudi,1200000.0,63157.89473684211,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,4.0,340.0,23.277441,-106.452278,2024-09-02 13:00:56.917298,lamudi,9900000.0,29117.647058823528,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,4.0,297.0,23.277441,-106.452278,2024-09-02 13:00:56.917298,lamudi,9990000.0,33636.36363636364,25012,25,012,Mazatlán
departamento en venta en cerritos resort,2.0,1.0,,23.299078,-106.483657,2024-09-02 13:00:56.917298,lamudi,3200000.0,,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,90.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3900000.0,43333.333333333336,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,1.0,69.0,23.287671,-106.467829,2024-09-02 13:00:56.917298,lamudi,3350000.0,48550.72463768116,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,89.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,2950000.0,33146.06741573034,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,3.0,2.0,71.0,23.291145,-106.470008,2024-09-02 13:00:56.917298,lamudi,2650000.0,37323.94366197183,25012,25,012,Mazatlán
departamento en venta en centro,1.0,1.0,68.0,23.205118,-106.419976,2024-09-02 13:00:56.917298,lamudi,4500000.0,66176.4705882353,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,1.0,1.0,40.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,2790000.0,69750.0,25012,25,012,Mazatlán
departamento en venta en venadillo,2.0,2.0,65.0,23.289606,-106.442604,2024-09-02 13:00:56.917298,lamudi,3500000.0,53846.15384615384,25012,25,012,Mazatlán
departamento en venta en sabalo country club,1.0,2.0,110.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,2935000.0,26681.81818181818,25012,25,012,Mazatlán
departamento en venta en sabalo country club,3.0,3.0,111.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,4200000.0,37837.83783783784,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,2.0,190.0,23.289149,-106.47623,2024-09-02 13:00:56.917298,lamudi,8500000.0,44736.84210526316,25012,25,012,Mazatlán
departamento en venta en balcones de loma linda,1.0,1.0,54.0,23.200488,-106.427973,2024-09-02 13:00:56.917298,lamudi,2850000.0,52777.77777777778,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,106.0,23.232471,-106.435053,2024-09-02 13:00:56.917298,lamudi,4500000.0,42452.83018867925,25012,25,012,Mazatlán
departamento en venta en el dorado,3.0,2.0,187.0,23.251362,-106.455093,2024-09-02 13:00:56.917298,lamudi,7990000.0,42727.27272727273,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,2.0,65.0,23.307434,-106.474483,2024-09-02 13:00:56.917298,lamudi,2500000.0,38461.53846153846,25012,25,012,Mazatlán
casa en venta en ciudad de mazatlan,3.0,3.0,180.0,23.3122806,-106.4250259,2024-09-02 13:00:56.917298,lamudi,3980000.0,22111.11111111111,25012,25,012,Mazatlán
casa en venta en la joya,3.0,2.0,144.0,23.2645402,-106.4196663,2024-09-02 13:00:56.917298,lamudi,3200000.0,22222.222222222223,25012,25,012,Mazatlán
casa en fraccionamiento en venta en marina mazatlan,4.0,4.0,338.0,23.2777811,-106.4522242,2024-09-02 13:00:56.917298,lamudi,10900000.0,32248.52071005917,25012,25,012,Mazatlán
casa en fraccionamiento en venta en real del valle,4.0,3.0,180.0,23.2879518,-106.4248962,2024-09-02 13:00:56.917298,lamudi,4000000.0,22222.222222222223,25012,25,012,Mazatlán
casa en fraccionamiento en venta en sabalo cerritos,4.0,3.0,361.0,23.2971891,-106.4787564,2024-09-02 13:00:56.917298,lamudi,12400000.0,34349.03047091413,25012,25,012,Mazatlán
casa en fraccionamiento en venta en el cid,4.0,4.0,410.0,23.2552777,-106.4508938,2024-09-02 13:00:56.917298,lamudi,19500000.0,47560.9756097561,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,1.0,68.0,23.287671,-106.467829,2024-09-02 13:00:56.917298,lamudi,3590000.0,52794.117647058825,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,116.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3950000.0,34051.72413793104,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,87.0,23.259729,-106.461665,2024-09-02 13:00:56.917298,lamudi,2600000.0,29885.05747126437,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,90.0,23.269409,-106.451577,2024-09-02 13:00:56.917298,lamudi,3200000.0,35555.555555555555,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,85.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,2790000.0,32823.529411764706,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,92.0,23.265414,-106.463563,2024-09-02 13:00:56.917298,lamudi,2960000.0,32173.91304347826,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,92.0,23.265414,-106.463563,2024-09-02 13:00:56.917298,lamudi,3250000.0,35326.086956521736,25012,25,012,Mazatlán
departamento en venta en quintas del mar,2.0,2.0,,23.295783,-106.480712,2024-09-02 13:00:56.917298,lamudi,7100000.0,,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,70.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3700000.0,52857.142857142855,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,81.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3285000.0,40555.55555555556,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,98.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,5100000.0,52040.81632653061,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,3.0,2.0,130.0,23.274365,-106.462157,2024-09-02 13:00:56.917298,lamudi,5200000.0,40000.0,25012,25,012,Mazatlán
departamento en venta en las palmas,2.0,2.0,,23.255144,-106.459156,2024-09-02 13:00:56.917298,lamudi,8500000.0,,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,4.0,4.0,269.0,23.21617,-106.41928,2024-09-02 13:00:56.917298,lamudi,44800000.0,166542.75092936802,25012,25,012,Mazatlán
casa en fraccionamiento en venta en marina mazatlan,4.0,4.0,240.0,23.296697,-106.434527,2024-09-02 13:00:56.917298,lamudi,5900000.0,24583.33333333333,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,94.0,23.230126,-106.432138,2024-09-02 13:00:56.917298,lamudi,5500000.0,58510.63829787234,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,71.0,23.265414,-106.463563,2024-09-02 13:00:56.917298,lamudi,3350000.0,47183.09859154929,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,86.0,23.216518,-106.419418,2024-09-02 13:00:56.917298,lamudi,4600000.0,53488.37209302326,25012,25,012,Mazatlán
departamento en venta en maria fernanda,3.0,2.0,219.0,23.238103,-106.429982,2024-09-02 13:00:56.917298,lamudi,7000000.0,31963.470319634704,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,2.0,95.0,23.282481,-106.468356,2024-09-02 13:00:56.917298,lamudi,3900000.0,41052.63157894737,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,2.0,92.0,23.274822,-106.454679,2024-09-02 13:00:56.917298,lamudi,3650000.0,39673.91304347826,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,2.0,69.0,23.290212,-106.469338,2024-09-02 13:00:56.917298,lamudi,3700000.0,53623.188405797104,25012,25,012,Mazatlán
casa en fraccionamiento en venta en real del valle,4.0,3.0,224.0,23.2879518,-106.4248962,2024-09-02 13:00:56.917298,lamudi,4800000.0,21428.571428571428,25012,25,012,Mazatlán
departamento en venta en club real,2.0,2.0,110.0,23.269398,-106.447213,2024-09-02 13:00:56.917298,lamudi,3800000.0,34545.454545454544,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,87.0,23.223149,-106.422701,2024-09-02 13:00:56.917298,lamudi,4000000.0,45977.01149425288,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,1.0,63.0,23.228899,-106.427337,2024-09-02 13:00:56.917298,lamudi,2200000.0,34920.63492063492,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,83.0,23.265414,-106.463563,2024-09-02 13:00:56.917298,lamudi,3150000.0,37951.80722891566,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,104.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,4050000.0,38942.307692307695,25012,25,012,Mazatlán
departamento en venta en club real,2.0,2.0,110.0,23.269398,-106.447213,2024-09-02 13:00:56.917298,lamudi,3950000.0,35909.09090909091,25012,25,012,Mazatlán
departamento en venta en el dorado,2.0,2.0,92.0,23.251429,-106.453102,2024-09-02 13:00:56.917298,lamudi,3300000.0,35869.565217391304,25012,25,012,Mazatlán
departamento en venta en balcones de loma linda,2.0,2.0,88.0,23.201666,-106.427723,2024-09-02 13:00:56.917298,lamudi,3800000.0,43181.81818181818,25012,25,012,Mazatlán
departamento en venta en las gaviotas,1.0,1.0,47.0,23.244603,-106.453979,2024-09-02 13:00:56.917298,lamudi,3318200.0,70600.0,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,2.0,227.0,23.29646238,-106.4597005,2024-09-02 13:00:56.917298,lamudi,6242500.0,27500.0,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,90.0,23.231974,-106.4347995,2024-09-02 13:00:56.917298,lamudi,6929300.0,76992.22222222222,25012,25,012,Mazatlán
casa en fraccionamiento en venta en real del valle,4.0,4.0,210.0,23.2758542,-106.4242776,2024-09-02 13:00:56.917298,lamudi,4650000.0,22142.85714285714,25012,25,012,Mazatlán
departamento en venta en lomas de mazatlan,2.0,2.0,72.0,23.2443491,-106.4450042,2024-09-02 13:00:56.917298,lamudi,3271000.0,45430.55555555556,25012,25,012,Mazatlán
casa en venta en marina mazatlan,3.0,3.0,296.0,23.267958,-106.463321,2024-09-02 13:00:56.917298,lamudi,9800000.0,33108.10810810811,25012,25,012,Mazatlán
casa en venta en ciudad de mazatlan,3.0,2.0,140.0,23.297928,-106.430044,2024-09-02 13:00:56.917298,lamudi,3882000.0,27728.571428571428,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,5.0,431.0,23.277566,-106.452737,2024-09-02 13:00:56.917298,lamudi,14900000.0,34570.7656612529,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,5.0,7.0,474.0,23.295924,-106.467888,2024-09-02 13:00:56.917298,lamudi,17500000.0,36919.831223628695,25012,25,012,Mazatlán
casa en venta en mediterraneo club residencial,3.0,3.0,170.0,23.273397,-106.445351,2024-09-02 13:00:56.917298,lamudi,5800000.0,34117.64705882353,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,4.0,3.0,299.0,23.284056,-106.46921,2024-09-02 13:00:56.917298,lamudi,8150000.0,27257.52508361204,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,4.0,229.0,23.298981,-106.478335,2024-09-02 13:00:56.917298,lamudi,5600000.0,24454.14847161572,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,3.0,221.0,23.298067,-106.429527,2024-09-02 13:00:56.917298,lamudi,5600000.0,25339.366515837104,25012,25,012,Mazatlán
casa en venta en mazatlan,3.0,3.0,220.0,23.296231,-106.434812,2024-09-02 13:00:56.917298,lamudi,4850000.0,22045.454545454544,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,4.0,4.0,260.0,23.298981,-106.478335,2024-09-02 13:00:56.917298,lamudi,6980000.0,26846.153846153848,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,4.0,252.0,23.284056,-106.46921,2024-09-02 13:00:56.917298,lamudi,6840000.0,27142.85714285714,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,113.0,23.274365,-106.462157,2024-09-02 13:00:56.917298,lamudi,5495000.0,48628.3185840708,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,3.0,254.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,6700000.0,26377.952755905517,25012,25,012,Mazatlán
casa en venta en mazatlan,3.0,3.0,177.0,23.296231,-106.434812,2024-09-02 13:00:56.917298,lamudi,5700000.0,32203.389830508477,25012,25,012,Mazatlán
casa en venta en mazatlan,3.0,3.0,218.0,23.296231,-106.434812,2024-09-02 13:00:56.917298,lamudi,5400000.0,24770.642201834864,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,3.0,143.0,23.307434,-106.474483,2024-09-02 13:00:56.917298,lamudi,3900000.0,27272.727272727272,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,2.0,200.0,23.284056,-106.46921,2024-09-02 13:00:56.917298,lamudi,8000000.0,40000.0,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,96.0,23.273828,-106.46118,2024-09-02 13:00:56.917298,lamudi,4319000.0,44989.583333333336,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,2.0,225.0,23.286094,-106.425514,2024-09-02 13:00:56.917298,lamudi,4750000.0,21111.11111111111,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,4.0,4.0,277.0,23.284056,-106.46921,2024-09-02 13:00:56.917298,lamudi,8950000.0,32310.469314079422,25012,25,012,Mazatlán
casa en venta en ciudad de mazatlan,3.0,3.0,185.0,23.296839,-106.430634,2024-09-02 13:00:56.917298,lamudi,4600000.0,24864.864864864863,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,89.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3500000.0,39325.84269662921,25012,25,012,Mazatlán
casa en venta en mediterraneo club residencial,5.0,5.0,380.0,23.273764,-106.44557,2024-09-02 13:00:56.917298,lamudi,6990000.0,18394.736842105263,25012,25,012,Mazatlán
casa en venta en ciudad de mazatlan,4.0,4.0,279.0,23.296839,-106.430634,2024-09-02 13:00:56.917298,lamudi,6500000.0,23297.491039426524,25012,25,012,Mazatlán
departamento en venta en playa sur,2.0,2.0,80.0,23.188622,-106.42289,2024-09-02 13:00:56.917298,lamudi,3200000.0,40000.0,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,4.0,207.0,23.292956,-106.456473,2024-09-02 13:00:56.917298,lamudi,6980000.0,33719.80676328502,25012,25,012,Mazatlán
departamento en venta en alameda,2.0,2.0,77.0,23.241446,-106.438379,2024-09-02 13:00:56.917298,lamudi,3100000.0,40259.74025974026,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,1.0,65.0,23.300123,-106.477798,2024-09-02 13:00:56.917298,lamudi,2990000.0,46000.0,25012,25,012,Mazatlán
departamento en venta en alameda,2.0,2.0,92.0,23.238897,-106.433709,2024-09-02 13:00:56.917298,lamudi,3490000.0,37934.782608695656,25012,25,012,Mazatlán
departamento en venta en lomas de mazatlan,2.0,2.0,89.0,23.244349,-106.445004,2024-09-02 13:00:56.917298,lamudi,3150000.0,35393.25842696629,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,3.0,122.0,23.287664,-106.467773,2024-09-02 13:00:56.917298,lamudi,4750000.0,38934.42622950819,25012,25,012,Mazatlán
departamento en venta en federico velarde,2.0,2.0,61.0,23.2494148,-106.4111425,2024-09-02 13:00:56.917298,lamudi,3935000.0,64508.19672131148,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,4.0,343.0,23.277566,-106.452737,2024-09-02 13:00:56.917298,lamudi,10500000.0,30612.244897959183,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,2.0,125.0,23.302951,-106.425305,2024-09-02 13:00:56.917298,lamudi,3550000.0,28400.0,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,3.0,2.0,141.0,23.2743651,-106.462157,2024-09-02 13:00:56.917298,lamudi,9440000.0,66950.35460992908,25012,25,012,Mazatlán
departamento en venta en el dorado,2.0,2.0,67.0,23.251429,-106.453102,2024-09-02 13:00:56.917298,lamudi,3350000.0,50000.0,25012,25,012,Mazatlán
departamento en venta en villa marina,2.0,2.0,120.0,23.29129,-106.47572,2024-09-02 13:00:56.917298,lamudi,7700000.0,64166.66666666666,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,1.0,2.0,87.0,23.218056,-106.421943,2024-09-02 13:00:56.917298,lamudi,5390000.0,61954.02298850575,25012,25,012,Mazatlán
departamento en venta en las gaviotas,2.0,2.0,87.0,23.247252,-106.45163,2024-09-02 13:00:56.917298,lamudi,3190000.0,36666.66666666666,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,90.0,23.230126,-106.432138,2024-09-02 13:00:56.917298,lamudi,5800000.0,64444.444444444445,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,80.0,23.215452,-106.421467,2024-09-02 13:00:56.917298,lamudi,5650000.0,70625.0,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,91.0,23.215452,-106.421467,2024-09-02 13:00:56.917298,lamudi,5300000.0,58241.758241758245,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,91.0,23.264863,-106.464557,2024-09-02 13:00:56.917298,lamudi,3790000.0,41648.35164835165,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,2.0,77.0,23.308876,-106.475114,2024-09-02 13:00:56.917298,lamudi,3195000.0,41493.506493506495,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,3.0,330.0,23.284056,-106.46921,2024-09-02 13:00:56.917298,lamudi,8200000.0,24848.484848484848,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,115.0,23.277152,-106.464911,2024-09-02 13:00:56.917298,lamudi,5329000.0,46339.13043478261,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,98.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,5600000.0,57142.857142857145,25012,25,012,Mazatlán
